UID,supporters,url,local_names,slug,name,parent,acronym,involvement,description,country.name,country.slug,country
over-a-century-of-the-pollution-from-the-bor-mines-serbia,,http://europa.eu/index_en.htm,,european-union,European Union,,EU,Investing in the industrial and municipal wastewater treatment plant ,Politico-economic union of 28 member states that are primarily located in Europe.,,,
aura-dump-and-the-struggle-of-belems-informal-wastepickers-para-brazil,,https://www.nefco.org,,nordic-environment-finance-corporation, Nordic Environment Finance Corporation ,,,Participates in the Aurá Landfill Gas Project ,,Norway,norway,
biofuels-plantation-farming-in-dakatcha-kenya,,,,finnish-embassy,Finnish Embassy,,,,,Finland,finland,
biofuels-plantation-farming-in-dakatcha-kenya,,,,spanish-embassy,Spanish Embassy,,,,,Spain,spain,
santa-clara-de-uchunya,,http://www.londonstockexchange.com/companies-and-advisors/aim/aim/aim.htm,,alternative-investment-market-london-stock-exchange,Alternative Investment Market (London Stock Exchange),,AIM,Capital raised on the AIM has been used to finance Plantaciones de Pucallpa S.A.C.'s illegal activities.,"AIM is the London Stock Exchange’s international market for smaller growing companies. A wide range of businesses including early stage, venture capital backed as well as more established companies join AIM seeking access to growth capital.",United Kingdom,united-kingdom,
santa-clara-de-uchunya,,http://www.rspo.org/,,roundtable-on-sustainable-palm-oil,Roundtable on Sustainable Palm Oil ,,RSPO,Industry body which certifies Plantaciones de Pucallpa's produce.,"The Roundtable on Sustainable Palm Oil (RSPO) is a global, multi-stakeholder initiative on sustainable palm oil. Members of RSPO, and participants in its activities come from many different backgrounds, including plantation companies, processors and traders, consumer goods manufacturers and retailers of palm oil products, financial institutions, environmental NGOs and social NGOs, from many countries that produce or use palm oil. The RSPO vision is to “transform the markets by making sustainable palm oil the norm"".",Malaysia,malaysia,
incinerator-of-urban-solid-waste-in-barueri-sao-paulo-brazil,,www.ifc.org,,international-finance-corporation95,International Finance Corporation,,IFC,provides funds,Financing Fund of the World Bank,,,
incinerator-of-urban-solid-waste-in-barueri-sao-paulo-brazil,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
quilombola-communities-affected-by-wind-power-projects-in-caetite-region-brazil,,http://www.bndes.gov.br/,,banco-nacional-de-desenvolvimento-economico-e-social,Banco Nacional de Desenvolvimento Econômico e Social ,,BNDES,Financing the Renova Energia project,"The Brazilian Development Bank (BNDES) is the main financing agent for development in Brazil. Since its foundation, in 1952, the BNDES has played a fundamental role in stimulating the expansion of industry and infrastructure in the country. Over the course of the Bank’s history, its operations have evolved in accordance with the Brazilian socio-economic challenges, and now they include support for exports, technological innovation, sustainable socio-environmental development and the modernization of public administration.",Brazil,brazil,
desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,,"http://bidcomunidades.iadb.org/es/banco-interamericano-de-desarrollo,2837.html",,banco-interamericano-de-desarrollo-bid,Banco Interamericano de Desarrollo (BID) ,,BID ,,"El Banco Interamericano de Desarrollo (BID) es una organización financiera internacional con sede en la ciudad de Washington D.C. (Estados Unidos), y creada en el año de 1959 con el propósito de financiar proyectos viables de desarrollo económico, social e institucional y promover la integración comercial regional en el área de América Latina y el Caribe.",United States of America ,united-states-of-america,
golden-agri-resources-veroleum-palm-oil-plantations-sinoe-liberia,,,,the-forest-trust,The Forest Trust,,TFT,,,,,
manglares-de-tumbes-y-langostineras,,http://www.wwf.org.pe/,,wwf,WWF,,,,Acting here as financial and management intermediary,Mexico,mexico,
manglares-de-tumbes-y-langostineras,,http://www.parkswatch.org,,parkswatch,PARKSWATCH,,,,"ParksWatch forma alianzas con organizaciones no gubernamentales y expertos en países tropicales, que se encargan del levantamiento de datos para la evaluación del estado de los parques nacionales y otras áreas protegidas.

La información generada se utiliza para identificar las amenazas enfrentadas por esas áreas, diseñar estrategias para combatirlas y ayudar a las agencias públicas, las organizaciones no gubernamentales y los grupos comunitarios en sus esfuerzos para asegurar la efectividad de su manejo.",United States of America ,united-states-of-america,
drying-up-of-tuz-lake-closed-water-basin-turkey,,www.worldbank.org,,world-bank,The World Bank,,WB,,,United States of America ,united-states-of-america,
hydro-alunorte-alumina-refinery-in-barcarena-para-brazil,,,,norges-bank,Norges Bank,,,,Norwegian Central bank,Norway,norway,
nuclear-energy-lithuania,,,,espoo-convention,Espoo convention,,,,Espoo Convention – an international agreement covering industrial projects that may potentially bring environmental harm across state borders,,,
nuclear-energy-lithuania,,https://www.ebrd.com/home,,european-bank-for-reconstruction-development,European Bank for Reconstruction & Development ,,EBRD,,"The European Bank for Reconstruction and Development (EBRD) was established to help build a new, post-Cold War era in Central and Eastern Europe. It has since played a historic role and gained unique expertise in fostering change in the region - and beyond -, investing more than €140 billion in a total of over 5,600 projects.",United Kingdom,united-kingdom,
as-the-plans-for-incinerators-in-beirut-lebanon-expand-wastepickers-recycle-to-survive,,https://www.unhcr.org/,,the-united-nations-commission-on-human-rights-unchr,The United Nations Commission on Human Rights,,UNHCR,https://www.unhcr.org/,"The United Nations Commission on Human Rights (UNCHR) was a functional commission within the overall framework of the United Nations from 1946 until it was replaced by the United Nations Human Rights Council in 2006. It was a subsidiary body of the UN Economic and Social Council (ECOSOC), and was also assisted in its work by the Office of the United Nations High Commissioner for Human Rights (UNOHCHR). It was the UN's principal mechanism and international forum concerned with the promotion and protection of human rights.",Switzerland,switzerland,
as-the-plans-for-incinerators-in-beirut-lebanon-expand-wastepickers-recycle-to-survive,,https://www.ilo.org,,international-labour-organization,International Labour Organization,,ILO,,"The International Labour Organization (ILO) is devoted to promoting social justice and internationally recognized human and labour rights, pursuing its founding mission that social justice is essential to universal and lasting peace.
Only tripartite U.N. agency, the ILO brings together governments, employers and workers representatives of 187 member States , to set labour standards, develop policies and devise programmes promoting decent work for all women and men.
Today, the ILO's Decent Work agenda  helps advance the economic and working conditions that give all workers, employers and governments a stake in lasting peace, prosperity and progress.",Switzerland,switzerland,
as-the-plans-for-incinerators-in-beirut-lebanon-expand-wastepickers-recycle-to-survive,,,,united-nations-development-programme90,United Nations Development Programme,,UNDP,Cooperates with and sustains the Beirut municipality's plans for incinerators and waste-to-energy projects,"Advocates for change and connects countries to knowledge, experience and resources to help people build a better life for themselves. It provides expert advice, training and grants support to developing countries, with increasing emphasis on assistance to the least developed countries. It promotes technical and investment cooperation among nations.",United States of America ,united-states-of-america,
ivanpah-solar-electric-generating-system-377-mw-csp-california-usa,,https://www.nrg.com/home.html,,nrg-energy,NRG Energy,,NRG,Finance,"NRG Energy, Inc. is a large American energy company, dual-headquartered in Princeton, New Jersey and Houston, Texas. It was formerly the wholesale arm of Northern States Power Company, which became Xcel Energy, but became independent in 2000. NRG Energy is involved in energy generation and retail electricity.",United States of America ,united-states-of-america,
ivanpah-solar-electric-generating-system-377-mw-csp-california-usa,,http://www.brightsourceenergy.com/,,brightsource-energy,BrightSource Energy,,BrightSource,Financing and Developer,,United States of America ,united-states-of-america,
nigeria-morocco-offshore-gas-pipeline,,,,the-economic-community-of-west-african-states,The Economic Community of West African States,,ECOWAS,,,,,
sable-chemicals-zimbabwe,,https://cdm.unfccc.int/about/index.html,,united-nations-framework-convention-on-climate-change,United Nations Framework Convention on Climate Change/CDM,,UNFCC,,"With 196 Parties, the United Nations Framework Convention on Climate Change (UNFCCC) has near universal membership and is the parent treaty of the 1997 Kyoto Protocol. The Kyoto Protocol has been ratified by 192 of the UNFCCC Parties. 
            The ultimate objective of both treaties is to stabilize greenhouse gas concentrations in the atmosphere at a level that will prevent dangerous human interference with the climate system.
            The CDM allows emission-reduction projects in developing countries to earn certified emission reduction (CER) credits, each equivalent to one tonne of CO2. These CERs can be traded and sold, and used by industrialized countries to a meet a part of their emission reduction targets under the Kyoto Protocol.
            The mechanism stimulates sustainable development and emission reductions, while giving industrialized countries some flexibility in how they meet their emission reduction limitation targets.
            The CDM is the main source of income for the UNFCCC Adaptation Fund, which was established to finance adaptation projects and programmes in developing country Parties to the Kyoto Protocol that are particularly vulnerable to the adverse effects of climate change. The Adaptation Fund is financed by a 2% levy on CERs issued by the CDM.",,,
wilmar-and-land-grab-in-cross-river-state,,,,round-table-on-sustainable-palm-oil,Round Table on Sustainable Palm Oil ,,RSPO,,,Malaysia,malaysia,
wilmar-and-land-grab-in-cross-river-state,,,,forest-stewardship-council5,Forest Stewardship Council,,FSC,,,,,
exploracion-hidrocarburos-en-san-andres-islas-colombia,,http://whc.unesco.org/,,unesco,"UNESCO - United Nations Educational, Scientific and Cultural Organization",,UNESCO,,"UNESCO is the United Nations Educational, Scientific and Cultural Organization. It seeks to build peace through international cooperation in Education, the Sciences and Culture. ",France,france,
privatization-of-water-in-tucuman-argentina,,"http://www.iadb.org/en/about-us/about-the-inter-americahttp://www.iadb.org/en/inter-american-development-bank,2837.htmln-development-bank,5995.html",,inter-american-development-bank,Inter-American Development Bank,,IADB,,,,,
