UID,global_production,price,slug,main_producers,name,type,id,description,products
presa-la-boquilla-y-conflicto-por-el-agua-en-chihuahua,,,water,,Water,,45.0,,
valdecaballeros-nuclear-power-station-spain,,,electricity,,Electricity,,15.0,,
vieques-puerto-rico,,,tourism-services,,Tourism services,,54.0,,
vieques-puerto-rico,,,industrial-waste,,Industrial waste,,49.0,,
vieques-puerto-rico,,,chemical-products,,Chemical products,,50.0,,
vieques-puerto-rico,,,lead,,Lead,,24.0,,
vieques-puerto-rico,,,uranium,,Uranium,,42.0,,
vieques-puerto-rico,,,water,,Water,,45.0,,
vieques-puerto-rico,,,asbestos,,Asbestos,,2.0,,
silent-valley-kerala-india,,,electricity,,Electricity,,15.0,,
silent-valley-kerala-india,,,water,,Water,,45.0,,
monoculture-plantation-in-araucania-chile,,,other,,Other,,57.0,,
monoculture-plantation-in-araucania-chile,,,eucalyptus,,Eucalyptus,,17.0,,
monoculture-plantation-in-araucania-chile,,,cellulose,,Cellulose,,5.0,,
monoculture-plantation-in-araucania-chile,,,pine,,Pine,,31.0,,
contaminacion-en-el-lago-de-maracaibo-venezuela,,,crude-oil,,Crude oil,,12.0,,
ain-dara-qnd-the-cement-factory,,,cement,,Cement,,55.0,,
mineria-en-tamesis-colombia,,,gold,,Gold,,20.0,,
energy-ecological-economics-nuclear-power-plant-in-le-carnet,,,other,,Other,,57.0,,
energy-ecological-economics-nuclear-power-plant-in-le-carnet,,,land,,Land,,23.0,,
energy-ecological-economics-nuclear-power-plant-in-le-carnet,,,chemical-products,,Chemical products,,50.0,,
tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,,,natural-gas,,Natural Gas,,29.0,,
pt-lonsum-conflict-sumatra,,,palm-oil,,Palm oil,,30.0,,
erdenetsagaan-without-mining-eastern-mongolia,,,crude-oil,,Crude oil,,12.0,,
erdenetsagaan-without-mining-eastern-mongolia,,,other,,Other,,57.0,,
erdenetsagaan-without-mining-eastern-mongolia,,,coal,,Coal,,7.0,,
lunik-ix-roma-settlement-potable-water-monitored-by-police-and-segregated-by-a-built-wall-in-kosice-slovak-republic,,,electricity,,Electricity,,15.0,,
lunik-ix-roma-settlement-potable-water-monitored-by-police-and-segregated-by-a-built-wall-in-kosice-slovak-republic,,,water,,Water,,45.0,,
lead-in-enamel-paint-in-sri-lanka,,,industrial-waste,,Industrial waste,,49.0,,
lead-in-enamel-paint-in-sri-lanka,,,lead,,Lead,,24.0,,
no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud,,,ecosystem-services,,Ecosystem Services,,56.0,,
no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud,,,water,,Water,,45.0,,
est-for-invests-paper-mill-at-the-emajogi-river,,,other,,Other,,57.0,,
est-for-invests-paper-mill-at-the-emajogi-river,,,cellulose,,Cellulose,,5.0,,
est-for-invests-paper-mill-at-the-emajogi-river,,,timber,,Timber,,53.0,,
cerro-el-alguacil-inarwa-colombia,,,other,,Other,,57.0,,
cerro-el-alguacil-inarwa-colombia,,,land,,Land,,23.0,,
cerro-el-alguacil-inarwa-colombia,,,electricity,,Electricity,,15.0,,
proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela,,,water,,Water,,45.0,,
tularosa-basin-downwinders,,,land,,Land,,23.0,,
tularosa-basin-downwinders,,,biological-resources,,Biological resources,,46.0,,
tularosa-basin-downwinders,,,water,,Water,,45.0,,
air-france-wwf-goodplanet-holistic-conservation-program-madagascar,,,ecosystem-services,,Ecosystem Services,,56.0,,
air-france-wwf-goodplanet-holistic-conservation-program-madagascar,,,carbon-offsets,,Carbon offsets,,4.0,,
komo-airport,,,other,,Other,,57.0,,
komo-airport,,,land,,Land,,23.0,,
komo-airport,,,natural-gas,,Natural Gas,,29.0,,
komo-airport,,,sand-gravel,,"Sand, gravel",,36.0,,
fibria-and-eldorado-brasil-project-in-mato-grosso-do-sul-brazil,,,other,,Other,,57.0,,
fibria-and-eldorado-brasil-project-in-mato-grosso-do-sul-brazil,,,cotton,,Cotton,,11.0,,
fibria-and-eldorado-brasil-project-in-mato-grosso-do-sul-brazil,,,cellulose,,Cellulose,,5.0,,
oil-refinery-blast-in-limbe-cameroon,,,crude-oil,,Crude oil,,12.0,,
oil-refinery-blast-in-limbe-cameroon,,,other,,Other,,57.0,,
great-manmade-river-libya,,,water,,Water,,45.0,,
pascua-lama-mine-argentina,,,copper,,Copper,,9.0,,
pascua-lama-mine-argentina,,,gold,,Gold,,20.0,,
pascua-lama-mine-argentina,,,water,,Water,,45.0,,
pascua-lama-mine-argentina,,,silver,,Silver,,38.0,,
rio-tintos-rossing-uranium-mine-namibia,,,uranium,,Uranium,,42.0,,
las-chancas-peru,,,copper,,Copper,,9.0,,
yacyreta-dam-on-the-parana-river-argentina,,,land,,Land,,23.0,,
yacyreta-dam-on-the-parana-river-argentina,,,electricity,,Electricity,,15.0,,
yacyreta-dam-on-the-parana-river-argentina,,,water,,Water,,45.0,,
desertificacion-de-lago-poopo-en-oruro-bolivia,,,fish,,Fish,,18.0,,
desertificacion-de-lago-poopo-en-oruro-bolivia,,,land,,Land,,23.0,,
desertificacion-de-lago-poopo-en-oruro-bolivia,,,live-animals,,Live Animals,,26.0,,
desertificacion-de-lago-poopo-en-oruro-bolivia,,,water,,Water,,45.0,,
kaolin-pipeline-on-quilombo-land-in-moju-para-brazil,,,other,,Other,,57.0,,
eucalyptus-producer-portucel-group-mozambique,,,other,,Other,,57.0,,
eucalyptus-producer-portucel-group-mozambique,,,eucalyptus,,Eucalyptus,,17.0,,
eucalyptus-producer-portucel-group-mozambique,,,land,,Land,,23.0,,
eucalyptus-producer-portucel-group-mozambique,,,cellulose,,Cellulose,,5.0,,
tembember,,,tourism-services,,Tourism services,,54.0,,
tembember,,,land,,Land,,23.0,,
amboseli-national-park-downgrading-to-a-game-reserve-kenya,,,other,,Other,,57.0,,
amboseli-national-park-downgrading-to-a-game-reserve-kenya,,,tourism-services,,Tourism services,,54.0,,
amboseli-national-park-downgrading-to-a-game-reserve-kenya,,,land,,Land,,23.0,,
amboseli-national-park-downgrading-to-a-game-reserve-kenya,,,biological-resources,,Biological resources,,46.0,,
protest-against-the-demolition-of-choi-yuen-village-for-xrl-high-speed-rail-hong-kong,,,land,,Land,,23.0,,
gobindpura-thermal-power-plant-punjab-india,,,land,,Land,,23.0,,
gobindpura-thermal-power-plant-punjab-india,,,electricity,,Electricity,,15.0,,
gobindpura-thermal-power-plant-punjab-india,,,coal,,Coal,,7.0,,
amazone-a-defendre-against-a-solar-megapower-plant-french-guyana,,,other,,Other,,57.0,,
amazone-a-defendre-against-a-solar-megapower-plant-french-guyana,,,electricity,,Electricity,,15.0,,
parco-regionale-urbano-di-aguzzano-casale-alba-1,,,ecosystem-services,,Ecosystem Services,,56.0,,
shrimp-farming-in-canavieiras-brazil,,,other,,Other,,57.0,,
shrimp-farming-in-canavieiras-brazil,,,fish,,Fish,,18.0,,
shrimp-farming-in-canavieiras-brazil,,,shrimps,,Shrimps,,37.0,,
genetically-modified-salmon-for-direct-human-consumption,,,fish,,Fish,,18.0,,
genetically-modified-salmon-for-direct-human-consumption,,,live-animals,,Live Animals,,26.0,,
potosi-mines-of-cerro-rico-bolivia,,,gold,,Gold,,20.0,,
potosi-mines-of-cerro-rico-bolivia,,,land,,Land,,23.0,,
potosi-mines-of-cerro-rico-bolivia,,,water,,Water,,45.0,,
potosi-mines-of-cerro-rico-bolivia,,,silver,,Silver,,38.0,,
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,,industrial-waste,,Industrial waste,,49.0,,
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,,lead,,Lead,,24.0,,
the-un-resettled-600-roma-to-a-mining-smelting-complex-exposing-them-to-lead-poisoning-kosovo,,,silver,,Silver,,38.0,,
yokosuka-coal-power-plant,,,fish,,Fish,,18.0,,
yokosuka-coal-power-plant,,,electricity,,Electricity,,15.0,,
yokosuka-coal-power-plant,,,coal,,Coal,,7.0,,
oil-extraction-in-the-indigenous-motilon-bari-territory-colombia,,,crude-oil,,Crude oil,,12.0,,
oil-extraction-in-the-indigenous-motilon-bari-territory-colombia,,,water,,Water,,45.0,,
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,,gold,,Gold,,20.0,,
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,,land,,Land,,23.0,,
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,,soybeans,,Soybeans,,39.0,,
invasions-in-the-indigenous-lands-of-xingu-para-brazil,,,timber,,Timber,,53.0,,
contaminacion-del-rio-san-juan-queretaro-mexico,,,industrial-waste,,Industrial waste,,49.0,,
contaminacion-del-rio-san-juan-queretaro-mexico,,,water,,Water,,45.0,,
lamu-port-and-related-infrastructure-kenya,,,other,,Other,,57.0,,
lamu-port-and-related-infrastructure-kenya,,,tourism-services,,Tourism services,,54.0,,
lamu-port-and-related-infrastructure-kenya,,,land,,Land,,23.0,,
planta-geotermica-cerro-pabellon-chile,,,electricity,,Electricity,,15.0,,
roma-denied-access-to-clean-water-for-roma-in-slovakia1,,,pesticides,,Pesticides,,51.0,,
roma-denied-access-to-clean-water-for-roma-in-slovakia1,,,biological-resources,,Biological resources,,46.0,,
roma-denied-access-to-clean-water-for-roma-in-slovakia1,,,water,,Water,,45.0,,
overfishing-and-poaching-at-lake-naivasha-kenya,,,fish,,Fish,,18.0,,
chuvashka-village-in-kuzbass-kemerovo-oblast-covered-in-black-snow-from-coal-mining-russia,,,coal,,Coal,,7.0,,
chuvashka-village-in-kuzbass-kemerovo-oblast-covered-in-black-snow-from-coal-mining-russia,,,water,,Water,,45.0,,
andal-airetropolis-india,,,other,,Other,,57.0,,
andal-airetropolis-india,,,land,,Land,,23.0,,
datang-duolun-coal-chemical-project-in-duolun-inner-mongolia-china,,,chemical-products,,Chemical products,,50.0,,
datang-duolun-coal-chemical-project-in-duolun-inner-mongolia-china,,,coal,,Coal,,7.0,,
dai-ninh-hydropower-project-dong-nai-river-vietnam,,,land,,Land,,23.0,,
dai-ninh-hydropower-project-dong-nai-river-vietnam,,,electricity,,Electricity,,15.0,,
dai-ninh-hydropower-project-dong-nai-river-vietnam,,,water,,Water,,45.0,,
cienaga-de-ayapel-colombia,,,other,,Other,,57.0,,
cienaga-de-ayapel-colombia,,,gold,,Gold,,20.0,,
cienaga-de-ayapel-colombia,,,sand-gravel,,"Sand, gravel",,36.0,,
carbon,,,other,,Other,,57.0,,
carbon,,,land,,Land,,23.0,,
protest-against-land-acquisition-for-chennai-salem-8-lane-expressway-tamil-nadu-india,,,land,,Land,,23.0,,
protest-against-land-acquisition-for-chennai-salem-8-lane-expressway-tamil-nadu-india,,,water,,Water,,45.0,,
bhagtanwala-solid-waste-management-plant-amritsar-punjab,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
protest-against-setting-up-of-indian-institute-of-technology-campus-in-goa,,,land,,Land,,23.0,,
protest-against-setting-up-of-indian-institute-of-technology-campus-in-goa,,,water,,Water,,45.0,,
el-embalse-la-tranca,,,water,,Water,,45.0,,
solar-power-plant-in-drnis-croatia,,,electricity,,Electricity,,15.0,,
no-a-la-pineria-en-costa-rica,,,other,,Other,,57.0,,
no-a-la-pineria-en-costa-rica,,,land,,Land,,23.0,,
no-a-la-pineria-en-costa-rica,,,water,,Water,,45.0,,
no-a-la-pineria-en-costa-rica,,,fruits-and-vegetables,,Fruits and Vegetables,,19.0,,
pt-rea-kaltim-plantations-in-east-kalimantan,,,palm-oil,,Palm oil,,30.0,,
pt-rea-kaltim-plantations-in-east-kalimantan,,,land,,Land,,23.0,,
pt-rea-kaltim-plantations-in-east-kalimantan,,,water,,Water,,45.0,,
central-nuclear-china-en-rio-negro,,,electricity,,Electricity,,15.0,,
central-nuclear-china-en-rio-negro,,,uranium,,Uranium,,42.0,,
nembe-creek-oil-spill-communities-livelihoods-threatened,,,crude-oil,,Crude oil,,12.0,,
nembe-creek-oil-spill-communities-livelihoods-threatened,,,other,,Other,,57.0,,
foz-coa-dam-guarda-portugal,,,electricity,,Electricity,,15.0,,
foz-coa-dam-guarda-portugal,,,water,,Water,,45.0,,
wind-power-plant-wyczechowo-poland,,,electricity,,Electricity,,15.0,,
laguna-de-sonso-colombia,,,sugar,,Sugar,,41.0,,
post-disaster-injustices-and-climate-activism-in-the-aftermath-of-typhoon-bopha-philippines,,,gold,,Gold,,20.0,,
post-disaster-injustices-and-climate-activism-in-the-aftermath-of-typhoon-bopha-philippines,,,coal,,Coal,,7.0,,
post-disaster-injustices-and-climate-activism-in-the-aftermath-of-typhoon-bopha-philippines,,,rice,,Rice,,34.0,,
severny-potok-north-stream-natural-gas-pipeline-at-kurgalsky-reserve,,,ecosystem-services,,Ecosystem Services,,56.0,,
severny-potok-north-stream-natural-gas-pipeline-at-kurgalsky-reserve,,,natural-gas,,Natural Gas,,29.0,,
severny-potok-north-stream-natural-gas-pipeline-at-kurgalsky-reserve,,,biological-resources,,Biological resources,,46.0,,
los-peligros-de-la-fiebre-del-coltan-para-indigenas-guajibo-piaroa-y-enepa-en-los-estados-bolivar-y-amazonas,,,other,,Other,,57.0,,
thalifushi-landfill-a-toxic-bomb-in-the-ocean-maldives,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
thalifushi-landfill-a-toxic-bomb-in-the-ocean-maldives,,,other,,Other,,57.0,,
thalifushi-landfill-a-toxic-bomb-in-the-ocean-maldives,,,e-waste,,E-waste,,48.0,,
kedung-ombo-dam-indonesia,,,land,,Land,,23.0,,
kedung-ombo-dam-indonesia,,,electricity,,Electricity,,15.0,,
kedung-ombo-dam-indonesia,,,water,,Water,,45.0,,
residents-of-nachodka-protest-against-the-increasing-coal-dust-problem,,,coal,,Coal,,7.0,,
tuzluca-dam-turkey,,,land,,Land,,23.0,,
tuzluca-dam-turkey,,,electricity,,Electricity,,15.0,,
tuzluca-dam-turkey,,,water,,Water,,45.0,,
krsko-nuclear-power-plant-slovenia,,,electricity,,Electricity,,15.0,,
krsko-nuclear-power-plant-slovenia,,,uranium,,Uranium,,42.0,,
eurovegas-macro-casino-complex-in-alcorcon-madrid-spain,,,other,,Other,,57.0,,
eurovegas-macro-casino-complex-in-alcorcon-madrid-spain,,,tourism-services,,Tourism services,,54.0,,
proyecto-minero-el-tambor,,,gold,,Gold,,20.0,,
proyecto-minero-el-tambor,,,silver,,Silver,,38.0,,
batangas-province-philippines,,,other,,Other,,57.0,,
batangas-province-philippines,,,land,,Land,,23.0,,
batangas-province-philippines,,,chemical-products,,Chemical products,,50.0,,
batangas-province-philippines,,,cement,,Cement,,55.0,,
hung-phu-residential-area-cai-rang-vietnam,,,land,,Land,,23.0,,
electrolyte-factories-godzikowice,,,chemical-products,,Chemical products,,50.0,,
protect-kok-zhailau-ile-alatau-state-national-nature-park-kazakhstan,,,tourism-services,,Tourism services,,54.0,,
protect-kok-zhailau-ile-alatau-state-national-nature-park-kazakhstan,,,ecosystem-services,,Ecosystem Services,,56.0,,
protect-kok-zhailau-ile-alatau-state-national-nature-park-kazakhstan,,,land,,Land,,23.0,,
protect-kok-zhailau-ile-alatau-state-national-nature-park-kazakhstan,,,water,,Water,,45.0,,
la-granja-rio-tinto,,,copper,,Copper,,9.0,,
oil-and-gas-explorration-at-woodburn-forest-ireland,,,crude-oil,,Crude oil,,12.0,,
oil-and-gas-explorration-at-woodburn-forest-ireland,,,natural-gas,,Natural Gas,,29.0,,
toxic-waste-landfill-in-kettleman-city-usa,,,other,,Other,,57.0,,
toxic-waste-landfill-in-kettleman-city-usa,,,industrial-waste,,Industrial waste,,49.0,,
toxic-waste-landfill-in-kettleman-city-usa,,,chemical-products,,Chemical products,,50.0,,
toxic-waste-landfill-in-kettleman-city-usa,,,asbestos,,Asbestos,,2.0,,
mineria-de-tierras-raras-en-penco-region-del-bio-bio,,,water,,Water,,45.0,,
mineria-de-tierras-raras-en-penco-region-del-bio-bio,,,rare-earth,,Rare earth elements,,73.0,,
gitwilgyoots-and-lelu-island-lax-uula-vs-proposed-petronas-lng-export-facility,,,natural-gas,,Natural Gas,,29.0,,
stung-cheay-areng-hydroelectric-dam-development-at-the-cost-of-indigenous-communities-koh-kong-cambodia,,,electricity,,Electricity,,15.0,,
stung-cheay-areng-hydroelectric-dam-development-at-the-cost-of-indigenous-communities-koh-kong-cambodia,,,water,,Water,,45.0,,
stung-cheay-areng-hydroelectric-dam-development-at-the-cost-of-indigenous-communities-koh-kong-cambodia,,,timber,,Timber,,53.0,,
tia-maria-peru,,,copper,,Copper,,9.0,,
tia-maria-peru,,,other,,Other,,57.0,,
cienaga-grande-de-santa-marta-colombia,,,other,,Other,,57.0,,
cienaga-grande-de-santa-marta-colombia,,,land,,Land,,23.0,,
ministry-of-energys-watershed-mapping-study-yelcho-watershed,,,land,,Land,,23.0,,
ministry-of-energys-watershed-mapping-study-yelcho-watershed,,,electricity,,Electricity,,15.0,,
ministry-of-energys-watershed-mapping-study-yelcho-watershed,,,water,,Water,,45.0,,
aswan-high-dam-egypt,,,land,,Land,,23.0,,
aswan-high-dam-egypt,,,water,,Water,,45.0,,
thacker-pass-lithium-mine-nevada-us,,,land,,Land,,23.0,,
thacker-pass-lithium-mine-nevada-us,,,lithium,,Lithium,,25.0,,
significant-maritime-and-industrial-area-in-brooklyn,,,crude-oil,,Crude oil,,12.0,,
significant-maritime-and-industrial-area-in-brooklyn,,,industrial-waste,,Industrial waste,,49.0,,
significant-maritime-and-industrial-area-in-brooklyn,,,chemical-products,,Chemical products,,50.0,,
significant-maritime-and-industrial-area-in-brooklyn,,,water,,Water,,45.0,,
nigerian-womens-war-against-chevrontexaco,,,crude-oil,,Crude oil,,12.0,,
nigerian-womens-war-against-chevrontexaco,,,natural-gas,,Natural Gas,,29.0,,
lonco-mine-projects-argentina,,,gold,,Gold,,20.0,,
water-rights-and-access-injustice-in-detroits-urban-areas,,,water,,Water,,45.0,,
nuclear-power-station-in-cofrents-valencia-spain,,,other,,Other,,57.0,,
nuclear-power-station-in-cofrents-valencia-spain,,,electricity,,Electricity,,15.0,,
nuclear-power-station-in-cofrents-valencia-spain,,,uranium,,Uranium,,42.0,,
gaza-cement-factory-palestine,,,land,,Land,,23.0,,
gaza-cement-factory-palestine,,,cement,,Cement,,55.0,,
gaza-cement-factory-palestine,,,water,,Water,,45.0,,
hindustan-petroleum-corporation-limited-refinery-at-tavsal-maharastra-india,,,crude-oil,,Crude oil,,12.0,,
hindustan-petroleum-corporation-limited-refinery-at-tavsal-maharastra-india,,,other,,Other,,57.0,,
hindustan-petroleum-corporation-limited-refinery-at-tavsal-maharastra-india,,,chemical-products,,Chemical products,,50.0,,
hindustan-petroleum-corporation-limited-refinery-at-tavsal-maharastra-india,,,natural-gas,,Natural Gas,,29.0,,
kaliwa-dam-new-centennial-water-source-project-ncws-quezon-philippines,,,land,,Land,,23.0,,
kaliwa-dam-new-centennial-water-source-project-ncws-quezon-philippines,,,water,,Water,,45.0,,
minamata-disease-japan,,,other,,Other,,57.0,,
minamata-disease-japan,,,chemical-products,,Chemical products,,50.0,,
myotha-industrial-park,,,land,,Land,,23.0,,
kxp-airportcity-kulim-airport,,,tourism-services,,Tourism services,,54.0,,
kxp-airportcity-kulim-airport,,,land,,Land,,23.0,,
cultivo-de-esparragos-en-ica-peru,,,other,,Other,,57.0,,
cultivo-de-esparragos-en-ica-peru,,,fruits-and-vegetables,,Fruits and Vegetables,,19.0,,
dioxin-pollution-in-qingpuling-village-fujiang-china,,,domestic-municipal-waste,,Domestic municipal waste,,47.0,,
dioxin-pollution-in-qingpuling-village-fujiang-china,,,other,,Other,,57.0,,
dioxin-pollution-in-qingpuling-village-fujiang-china,,,industrial-waste,,Industrial waste,,49.0,,
exploracion-de-litio-en-san-luis-argentina,,,lithium,,Lithium,,25.0,,
moni-toplou,,,tourism-services,,Tourism services,,54.0,,
moni-toplou,,,land,,Land,,23.0,,
gorai-manori-uttan-recreation-and-tourism-development-zone-rtdz-in-mumbai-mh-india,,,tourism-services,,Tourism services,,54.0,,
gorai-manori-uttan-recreation-and-tourism-development-zone-rtdz-in-mumbai-mh-india,,,land,,Land,,23.0,,
stringfellow-toxic-waste-dump,,,industrial-waste,,Industrial waste,,49.0,,
jaitapur-nuclear-power-plant-maharashtra-india,,,other,,Other,,57.0,,
jaitapur-nuclear-power-plant-maharashtra-india,,,electricity,,Electricity,,15.0,,
jaitapur-nuclear-power-plant-maharashtra-india,,,uranium,,Uranium,,42.0,,
sterlite-copper-smelter-unit-india,,,copper,,Copper,,9.0,,
sterlite-copper-smelter-unit-india,,,chemical-products,,Chemical products,,50.0,,
sterlite-copper-smelter-unit-india,,,electricity,,Electricity,,15.0,,
ojibwe-nations-struggle-to-protect-wild-rice-from-oil-extraction-activities-in-the-us-and-canada,,,crude-oil,,Crude oil,,12.0,,
ojibwe-nations-struggle-to-protect-wild-rice-from-oil-extraction-activities-in-the-us-and-canada,,,natural-gas,,Natural Gas,,29.0,,
ojibwe-nations-struggle-to-protect-wild-rice-from-oil-extraction-activities-in-the-us-and-canada,,,water,,Water,,45.0,,
the-people-versus-arctic-oil,,,crude-oil,,Crude oil,,12.0,,
