UID,name,forms_mobilizing
ivory-coast-farmworkers-alleging-that-they-became-sterile-from-exposure-to-dbcp,"Lawsuits, court cases, judicial activism",
pollution-of-the-obangue-river-also-dubanga-river,Creation of alternative reports/knowledge,
pollution-of-the-obangue-river-also-dubanga-river,Development of a network/collective action,
pollution-of-the-obangue-river-also-dubanga-river,Involvement of national and international NGOs,
pollution-of-the-obangue-river-also-dubanga-river,"Lawsuits, court cases, judicial activism",
shale-gas-hydraulic-fracturing-ile-anticosti,Development of a network/collective action,
shale-gas-hydraulic-fracturing-ile-anticosti,Involvement of national and international NGOs,
shale-gas-hydraulic-fracturing-ile-anticosti,Media based activism/alternative media,
shale-gas-hydraulic-fracturing-ile-anticosti,Official complaint letters and petitions,
shale-gas-hydraulic-fracturing-ile-anticosti,Public campaigns,
shale-gas-hydraulic-fracturing-ile-anticosti,Street protest/marches,
rubber-tree-plantation-near-de-dja-reserve,Creation of alternative reports/knowledge,
rubber-tree-plantation-near-de-dja-reserve,Involvement of national and international NGOs,
killing-of-ashaninka-leader-estela-casanto-mauricio-in-junin-peru,Involvement of national and international NGOs,
killing-of-ashaninka-leader-estela-casanto-mauricio-in-junin-peru,"Lawsuits, court cases, judicial activism",
killing-of-ashaninka-leader-estela-casanto-mauricio-in-junin-peru,Official complaint letters and petitions,
killing-of-ashaninka-leader-estela-casanto-mauricio-in-junin-peru,Public campaigns,
killing-of-ashaninka-leader-estela-casanto-mauricio-in-junin-peru,Street protest/marches,
asbestos-in-salonit-anhovo-slovenia,"Community-based participative research (popular epidemiology studies, etc..)",
asbestos-in-salonit-anhovo-slovenia,Development of a network/collective action,
asbestos-in-salonit-anhovo-slovenia,"Lawsuits, court cases, judicial activism",
mining-in-tumpang-pitu-banyuwangi-east-java-indonesia,"Community-based participative research (popular epidemiology studies, etc..)",
mining-in-tumpang-pitu-banyuwangi-east-java-indonesia,Development of a network/collective action,
mining-in-tumpang-pitu-banyuwangi-east-java-indonesia,Involvement of national and international NGOs,
mining-in-tumpang-pitu-banyuwangi-east-java-indonesia,Official complaint letters and petitions,
mining-in-tumpang-pitu-banyuwangi-east-java-indonesia,Occupation of buildings/public spaces,
military-polygon-on-sinjajevina-montenegro,"Artistic and creative actions (eg guerilla theatre, murals)",
military-polygon-on-sinjajevina-montenegro,"Community-based participative research (popular epidemiology studies, etc..)",
military-polygon-on-sinjajevina-montenegro,Creation of alternative reports/knowledge,
military-polygon-on-sinjajevina-montenegro,Development of a network/collective action,
military-polygon-on-sinjajevina-montenegro,Development of alternative proposals,
military-polygon-on-sinjajevina-montenegro,Involvement of national and international NGOs,
military-polygon-on-sinjajevina-montenegro,Media based activism/alternative media,
military-polygon-on-sinjajevina-montenegro,Official complaint letters and petitions,
military-polygon-on-sinjajevina-montenegro,Public campaigns,
military-polygon-on-sinjajevina-montenegro,Referendum other local consultations,
military-polygon-on-sinjajevina-montenegro,Street protest/marches,
military-polygon-on-sinjajevina-montenegro,Appeals/recourse to economic valuation of the environment,
olkiluoto-nuclear-power-plant-euraaminne-finland,Blockades,
olkiluoto-nuclear-power-plant-euraaminne-finland,Development of a network/collective action,
olkiluoto-nuclear-power-plant-euraaminne-finland,Involvement of national and international NGOs,
olkiluoto-nuclear-power-plant-euraaminne-finland,Official complaint letters and petitions,
olkiluoto-nuclear-power-plant-euraaminne-finland,Public campaigns,
olkiluoto-nuclear-power-plant-euraaminne-finland,Street protest/marches,
cellulose-industry-in-gualeguaychu-ur-arg,Blockades,
cellulose-industry-in-gualeguaychu-ur-arg,"Community-based participative research (popular epidemiology studies, etc..)",
cellulose-industry-in-gualeguaychu-ur-arg,"Lawsuits, court cases, judicial activism",
cellulose-industry-in-gualeguaychu-ur-arg,Public campaigns,
cellulose-industry-in-gualeguaychu-ur-arg,Street protest/marches,
cellulose-industry-in-gualeguaychu-ur-arg,Other,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,"Artistic and creative actions (eg guerilla theatre, murals)",
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Blockades,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Creation of alternative reports/knowledge,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Development of a network/collective action,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Development of alternative proposals,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Involvement of national and international NGOs,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Land occupation,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,"Lawsuits, court cases, judicial activism",
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Media based activism/alternative media,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Objections to the EIA,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Official complaint letters and petitions,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Public campaigns,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Street protest/marches,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Property damage/arson,
construction-of-the-highway-moscow-petersburg-through-the-khimki-forest-russia,Occupation of buildings/public spaces,
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,Development of a network/collective action,
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,"Lawsuits, court cases, judicial activism",
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,Media based activism/alternative media,
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,Official complaint letters and petitions,
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,Street protest/marches,
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,Property damage/arson,
thousands-of-villagers-gathered-to-protest-against-the-jingxi-xinfa-aluminum-plant-in-guangxichina,Threats to use arms,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Blockades,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Boycotts of official procedures/non-participation in official processes,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Involvement of national and international NGOs,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Media based activism/alternative media,
habitantes-de-shaglli-contra-proyecto-minero-shyri-ecuador,Street protest/marches,
anti-fracking-uprising-in-ain-salah,Creation of alternative reports/knowledge,
anti-fracking-uprising-in-ain-salah,"Lawsuits, court cases, judicial activism",
anti-fracking-uprising-in-ain-salah,Official complaint letters and petitions,
anti-fracking-uprising-in-ain-salah,Street protest/marches,
anti-fracking-uprising-in-ain-salah,Occupation of buildings/public spaces,
complejo-inmobiliario-mitikah-ciudad-viva,Blockades,
complejo-inmobiliario-mitikah-ciudad-viva,"Community-based participative research (popular epidemiology studies, etc..)",
complejo-inmobiliario-mitikah-ciudad-viva,Development of a network/collective action,
complejo-inmobiliario-mitikah-ciudad-viva,"Lawsuits, court cases, judicial activism",
complejo-inmobiliario-mitikah-ciudad-viva,Media based activism/alternative media,
complejo-inmobiliario-mitikah-ciudad-viva,Objections to the EIA,
complejo-inmobiliario-mitikah-ciudad-viva,Public campaigns,
complejo-inmobiliario-mitikah-ciudad-viva,Street protest/marches,
cano-limon-oilfield-in-arauquita-arauca-colombia,Blockades,
cano-limon-oilfield-in-arauquita-arauca-colombia,Involvement of national and international NGOs,
cano-limon-oilfield-in-arauquita-arauca-colombia,"Lawsuits, court cases, judicial activism",
cano-limon-oilfield-in-arauquita-arauca-colombia,Official complaint letters and petitions,
cano-limon-oilfield-in-arauquita-arauca-colombia,Street protest/marches,
represas-del-rio-santa-cruz1,"Artistic and creative actions (eg guerilla theatre, murals)",
represas-del-rio-santa-cruz1,"Community-based participative research (popular epidemiology studies, etc..)",
represas-del-rio-santa-cruz1,Creation of alternative reports/knowledge,
represas-del-rio-santa-cruz1,Development of a network/collective action,
represas-del-rio-santa-cruz1,Development of alternative proposals,
represas-del-rio-santa-cruz1,Involvement of national and international NGOs,
represas-del-rio-santa-cruz1,"Lawsuits, court cases, judicial activism",
represas-del-rio-santa-cruz1,Media based activism/alternative media,
represas-del-rio-santa-cruz1,Objections to the EIA,
represas-del-rio-santa-cruz1,Official complaint letters and petitions,
represas-del-rio-santa-cruz1,Public campaigns,
represas-del-rio-santa-cruz1,Street protest/marches,
residents-protest-against-planned-electroplating-plant-in-dongyang-zhejiang-china,"Community-based participative research (popular epidemiology studies, etc..)",
residents-protest-against-planned-electroplating-plant-in-dongyang-zhejiang-china,Media based activism/alternative media,
residents-protest-against-planned-electroplating-plant-in-dongyang-zhejiang-china,Public campaigns,
residents-protest-against-planned-electroplating-plant-in-dongyang-zhejiang-china,Street protest/marches,
norsudtimber-illegal-in-drc,Development of a network/collective action,
norsudtimber-illegal-in-drc,Development of alternative proposals,
norsudtimber-illegal-in-drc,Involvement of national and international NGOs,
norsudtimber-illegal-in-drc,"Lawsuits, court cases, judicial activism",
norsudtimber-illegal-in-drc,Media based activism/alternative media,
norsudtimber-illegal-in-drc,Public campaigns,
gold-min,"Community-based participative research (popular epidemiology studies, etc..)",
gold-min,Creation of alternative reports/knowledge,
gold-min,Development of a network/collective action,
gold-min,Involvement of national and international NGOs,
gold-min,Street protest/marches,
presa-de-el-zapotillo-jalisco-mexico,Blockades,
presa-de-el-zapotillo-jalisco-mexico,Creation of alternative reports/knowledge,
presa-de-el-zapotillo-jalisco-mexico,Development of alternative proposals,
presa-de-el-zapotillo-jalisco-mexico,Involvement of national and international NGOs,
presa-de-el-zapotillo-jalisco-mexico,"Lawsuits, court cases, judicial activism",
presa-de-el-zapotillo-jalisco-mexico,Media based activism/alternative media,
presa-de-el-zapotillo-jalisco-mexico,Objections to the EIA,
presa-de-el-zapotillo-jalisco-mexico,Official complaint letters and petitions,
presa-de-el-zapotillo-jalisco-mexico,Public campaigns,
presa-de-el-zapotillo-jalisco-mexico,Street protest/marches,
presa-de-el-zapotillo-jalisco-mexico,Occupation of buildings/public spaces,
presa-de-el-zapotillo-jalisco-mexico,Refusal of compensation,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Blockades,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Land occupation,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,"Lawsuits, court cases, judicial activism",
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Street protest/marches,
ptpn-ii-displaces-indigenous-rakyat-pununggu-people-for-plantations-in-north-sumatra-indonesia,Refusal of compensation,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Creation of alternative reports/knowledge,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Development of a network/collective action,
jirau-and-santo-antonio-dams-on-madeira-river-brazil,Development of alternative proposals,
