other_health_impacts,other_socio_economical_impacts,other_environmental_impacts,slug
"La abogada Linda Manaka Infante, del pueblo indígena baniva, ha planteado que se ha producido la muerte de indígenas por envenenamiento de las aguas a raíz de esta práctica minera.","La presencia de grupos armados ilegales en tierras indígenas y sus vínculos con la práctica minera, tiene severos impactos sociales en estos pueblos, como la restricción del acceso a sus lugares sagrados, la proliferación de enfermedades, y la degradación cultural (pérdida de sus referentes organizativos, drogadicción, prostitución, entre otros) que produce esta actividad extractiva en sus territorios.
Dado el valor del coltán en el mercado mundial, la expansión y fortalecimiento de la minería ilegal en Venezuela, y tomando en cuenta los terribles antecedentes de conflictos provocados por la extracción del mismo en países como el Congo, existe una potencialidad de escalada del conflicto actual que se produce en torno a este mineral en el país.
Una respuesta oficial ante esta amenaza, la militarización de las zonas de reservas –propuesta para el caso venezolano desde 2010–, tiene también consecuencias en la reproducción de la vida de los pueblos indígenas. 
Se ha denunciado la sobre-explotación de indígenas en situación de semi-esclavitud (en especial mujeres, jóvenes y niños, y en particular piaroas y guajibos); el reclutamiento de niños soldados y la afectación de las actividades económicas que llevan adelante estos pueblos, como es el caso del “ecoturismo” de los pueblos piaroa. También se señala la afectación de la actividad económica de ganaderos de Caicara del Orinoco.","Los limos o barros provenientes del lavado del coltán han ocasionado la contaminación de algunos afluentes de ríos. Estos limos además provocan la desaparición de fauna y flora acuática y afecta los ciclos de la vida de estos ecosistemas. A su vez, en la extracción de coltán se produce deforestación en grandes extensiones, y la afectación general de los suelos, con grandes consecuencias para ecosistemas tan delicados como los de la Guayana venezolana, tales como un fuerte aumento del aporte de sedimentos a las micro-cuencas hídricas de la zona, con el consecuente incremento de la erosión y la destrucción de fauna y flora.",los-peligros-de-la-fiebre-del-coltan-para-indigenas-guajibo-piaroa-y-enepa-en-los-estados-bolivar-y-amazonas
"The trash is burned in open air producing a disgusting smoke that cause breath disease, especially impacting the landfill workers (most of them are immigrants from Bangladesh).  No health impact has been officially carried on yet.",Loss of livelihood for fishermen due to water pollution and tourism increase,"Water acidification caused by the landfill has dramatic consequences on corals, which are needed to build reefs and in turn to create new islands.
The practise to bury the litter to gain space on the island, lead potentially dangerous consequences. If toxic products such as mercury, lead or asbestos leak into the sea, it will have a dramatic effect on the undersea environment, and could even find its way into the food chain- if ingested by the local fauna. [2]",thalifushi-landfill-a-toxic-bomb-in-the-ocean-maldives
,,,kedung-ombo-dam-indonesia
"Specific impacts on children; respiratory diseases: asthma, pneumonia, bronchitis",,,residents-of-nachodka-protest-against-the-increasing-coal-dust-problem
,Potential Income Loss,,tuzluca-dam-turkey
,,,krsko-nuclear-power-plant-slovenia
,,,eurovegas-macro-casino-complex-in-alcorcon-madrid-spain
Yolanda Oqueli de la organización FRENAM después de participar en una manifestación pacífica en contra del proyecto minero fue tiroteada y una bala se le alojó muy cerca del hígado.,,,proyecto-minero-el-tambor
,,,batangas-province-philippines
,,,hung-phu-residential-area-cai-rang-vietnam
,,,electrolyte-factories-godzikowice
,,Destruction of the animals and plants which are in the Red List of Kazakhstan and IUCN.,protect-kok-zhailau-ile-alatau-state-national-nature-park-kazakhstan
,,,la-granja-rio-tinto
,,,oil-and-gas-explorration-at-woodburn-forest-ireland
Birth malformations and leukemia,,,toxic-waste-landfill-in-kettleman-city-usa
,,,mineria-de-tierras-raras-en-penco-region-del-bio-bio
These boom/bust projects have many health and social impacts associated with temporary man-camps,,"Many concerns, but the biggest concern specific to this LNG plant is its placement on critical salmon habitat for the 3rd largest salmon bearing river in the world.",gitwilgyoots-and-lelu-island-lax-uula-vs-proposed-petronas-lng-export-facility
,,,stung-cheay-areng-hydroelectric-dam-development-at-the-cost-of-indigenous-communities-koh-kong-cambodia
,There have been several deaths among opponents to the project,The project is certain to affect water resources if carried out,tia-maria-peru
,,,cienaga-grande-de-santa-marta-colombia
,Destruction of major tourism destination,Degradation of biological diversity and habitat for endangered species; Impacts to marine ecosystems which depend on nutrient deposits,ministry-of-energys-watershed-mapping-study-yelcho-watershed
,,,aswan-high-dam-egypt
,,,thacker-pass-lithium-mine-nevada-us
Flood waters washing over contaminated lands and rushing through industrial areas releases a host of chemicals into the community. ,,,significant-maritime-and-industrial-area-in-brooklyn
,,,nigerian-womens-war-against-chevrontexaco
,Falta de consideración sobre el impacto social del proyecto. No se cumplió con el derecho a la participación social (no se convocó a audiencia pública),,lonco-mine-projects-argentina
"Health impacts resulting from limited or no access to clean water.  Affecting poor families with limited health care. _x000D_
_x000D_
UPDATE_x000D_
_x000D_
Increased infection and fatality rates during the COVID-19 pandemic. Psychological stress through the fear of losing water access.",,,water-rights-and-access-injustice-in-detroits-urban-areas
,,,nuclear-power-station-in-cofrents-valencia-spain
,,,gaza-cement-factory-palestine
,,,hindustan-petroleum-corporation-limited-refinery-at-tavsal-maharastra-india
"Potential increases of water-borne diseases, such as Malaria",,,kaliwa-dam-new-centennial-water-source-project-ncws-quezon-philippines
Minamata disease produced by methylmercury,,,minamata-disease-japan
,,,myotha-industrial-park
Illnesses caused by pollutants emitted by aircraft,,,kxp-airportcity-kulim-airport
,,,cultivo-de-esparragos-en-ica-peru
"Rash, high incidence of cancer [1]",,,dioxin-pollution-in-qingpuling-village-fujiang-china
,,,exploracion-de-litio-en-san-luis-argentina
,,,moni-toplou
,,,gorai-manori-uttan-recreation-and-tourism-development-zone-rtdz-in-mumbai-mh-india
,,,stringfellow-toxic-waste-dump
,,,jaitapur-nuclear-power-plant-maharashtra-india
Respiratory illnesses. Alleged increased cancer rates. ,,Pollution with sulphur dioxide.,sterlite-copper-smelter-unit-india
,,,ojibwe-nations-struggle-to-protect-wild-rice-from-oil-extraction-activities-in-the-us-and-canada
,,,the-people-versus-arctic-oil
,,,niddodi-thermal-power-project-karnataka-india
,"Fisherwomen are exposed to a range of challenges that the small-scale fishermen are suffering from but they are even not recognised as workers in this sector, usually do not have social and health security, and work in very bad conditions.",,recognition-of-fisherwomen-perempuan-nelayan-in-indonesia
,,,illegal-land-acquisition-for-coal-mining-and-violent-protest-in-hazaribagh-jharkhand
,,,proyecto-inmobiliario-bosque-diamante-en-jilotzingo-estado-de-mexico
,,,polska-bnk-petroleum-fracking-poland
"Respiratory diseases, cancer.",,,over-a-century-of-the-pollution-from-the-bor-mines-serbia
,,,aura-dump-and-the-struggle-of-belems-informal-wastepickers-para-brazil
,,,large-scale-legal-recognition-of-peasants-seed-varieties
,,Industrial waste,controvery-on-copper-and-molybdenum-mining-shifang-sichuan
Many victims in periodic landslides,,,jade-conflict-myanmar
,,,biofuels-plantation-farming-in-dakatcha-kenya
,,,santa-clara-de-uchunya
,,,anti-mining-protest-in-lhundrub-county-occupitied-tibet
,,,incinerator-of-urban-solid-waste-in-barueri-sao-paulo-brazil
,,,explosions-at-paraxylene-px-petchem-plant-and-the-related-protests-zhangzhou-fujian
,Increase in the cost of living,"Affectation to migratory bird routes
Changes in water uses",quilombola-communities-affected-by-wind-power-projects-in-caetite-region-brazil
,Regulation Changes,,displacement-of-gullah-islanders-usa
"Health impacts as a result of mold spores in the air: nose and throat symptoms, coughing, wheezing, asthmas symptoms
Negative health effects and high levels of formaldehyde detected in trailers used for temporary housing- respiratory problems, nose bleeds, burning eyes, sore throats, chest congestion and repeated illness","Lack of transportation planning, especially for emergencies like hurricanes",Wetland loss ,coastal-communities-in-louisiana
,,,zameen-samadhi-satyagraha-by-villagers-against-land-acquisition-for-infrastructure-of-neendar-village-jaipur-rajasthan
,,,jiew-kang-jue-pattana-oil-palm-company-thailand
