UID,updated_at,slug,name,locale,id,headline
proyecto-caycayen-neuquen-argentina,2021-10-31,proyecto-caycayen-neuquen-argentina,"Proyecto Caycayén  (Grupo Mexico) paralizado, Chos Malal, Neuquén, Argentina",en,3594,"Caycayén copper mining project is rejected by the ""Vecinos Autoconvocados de Chos Malal"", a self sumoned neighbours' assembly, in Neuquén province. "
water-privatisation-egypt,2022-04-25,water-privatisation-egypt,"Water privatisation, Egypt",en,167,
guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,2023-07-30,guajajara-community-against-illegal-loggers-in-terra-indigena-arariboia-maranhao-brazil,"Guajajara community against illegal loggers in Terra Indígena Araribóia, Maranhão, Brazil",en,3855,"Systematically lacking help from the government, communities of the TI Araribóia have started to protect themselves against illegal logging and the advancing of the deforestation frontier but now face ongoing violence and impunity."
wanning-waste-to-energy-plant-hainan-china,2021-10-14,wanning-waste-to-energy-plant-hainan-china,"Wanning Waste-to-Energy Plant, Hainan, China",en,3865,The Wanning Waste-to-Energy Project has been suspended twice because of concerns over siting voiced by local residents in two towns.
paks-nuclear-plant-expansion-hungary,2021-10-14,paks-nuclear-plant-expansion-hungary,"Paks Nuclear plant expansion, Hungary",en,533,
polluted-drinking-water-in-basra,2021-10-14,polluted-drinking-water-in-basra,"Basra Polluted Water Crisis, Iraq",en,3752,"The number of Iraqis poisoned by polluted drinking water in Basra is nearing 100,000, with officials failing to tackle a weeks-long crisis."
public-interest-litigation-against-tianji-luan-chemical-due-to-air-pollution-shanxi-china,2022-07-04,public-interest-litigation-against-tianji-luan-chemical-due-to-air-pollution-shanxi-china,"Public Interest Litigation against Tianji Lu’an Chemical due to air pollution, Shanxi, China",en,5894,"China Biodiversity Conservation and Green Development Foundation (CBCGDF) filed the first env public interest litigation in Shanxi against Tianji Lu’an Chemical on the ground of air pollution in 2016, which came to a mediation agreement after 5 years."
jeannette-kawas-fernandez-case-honduras,2023-06-11,jeannette-kawas-fernandez-case-honduras,"Oil palm and National Park Jeannette Kawas, Honduras",en,1463,Jeanette Kawas was murdered on 6 February 1995. Kawas opposed planting oil palm in protected areas and illegal logging. She is known as the first environmental martyr of Honduras. 
the-decimation-of-palestines-fishing-industry,2022-05-02,the-decimation-of-palestines-fishing-industry,"Decimation of Palestine’s fishing industry, Palestine",en,2631,"Palestine's fishing industry and fisher-people's livelihoods devastated by Israel's closure of Palestine's maritime waters for military purposes and to protect gas exploration, platforms and pipelines. "
northstar-oil-field-usa,2021-10-14,northstar-oil-field-usa,"Northstar oil field, Alaska, USA",en,830,"Greenpeace and  Inupiat groups tried to stop exploitation of oil in Beaufort Sea  through a court case, but this failed in 2001."
conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos,2022-05-02,conexao-abrolhos-campaign-against-the-auction-of-oil-and-gas-blocks-close-to-abrolhos,"Conexão-Abrolhos campaign against the auction of oil and gas blocks, Brazil",en,5245,"In October 2019, the National Petroleum Agency of Brazil, without an exploitation license, auctioned four oil and gas blocks close to the Abrolhos region. The CONEXÃO ABROLHOS group working on marine conservation initiated a campaign against this auction."
chachi-indigenous-centre-el-encanto-vs-durini-ecuador,2023-07-30,chachi-indigenous-centre-el-encanto-vs-durini-ecuador,"Chachi indigenous centre El Encanto vs Durini, Ecuador",en,861,
fehmarn-belt-fixed-link-germany-denmark,2021-10-14,fehmarn-belt-fixed-link-germany-denmark,"Fehmarn Belt Fixed Link, Germany - Denmark",en,6,
planta-fotovoltaica-los-prados-53-mw-namasigue-honduras,2023-07-18,planta-fotovoltaica-los-prados-53-mw-namasigue-honduras,"Planta Fotovoltaica Los Prados (53 MW), Namasigüe, Honduras",en,4846,Plans of a Norwegian company to install a solar plant provoked residents' protest and resistance due to livelihood impacts. The conflict escalated with the repression and criminalization of protesters. One community leader was assassinated.
saramaka-people-against-the-state-of-suriname,2023-07-30,saramaka-people-against-the-state-of-suriname,"Saramaka people's lawsuit against state, Suriname ",en,1488,
waste-management-in-subotica,2021-10-14,waste-management-in-subotica,"Waste Management in Subotica, Serbia",en,1622,"In Subotica, Serbia, communities and municipality cooperate for managing waste treatment. A case where important institutional and legislative changes might help improve the waste management."
wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,2021-10-14,wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,"Ankara wastepickers struggle to be formally incorporated into the legal waste collecting framework, Turkey",en,4285,New technologies and economic structures led to increases in Turkey’s recycling rate  but 500.000  wastepickers are excluded from commercial gains in the recycling and waste collection sector. 
alibag-sez-in-mumbai-mh-india,2021-10-14,alibag-sez-in-mumbai-mh-india,"Alibag SEZ in Mumbai, MH, India",en,1462,
palm-islands-uae,2022-04-23,palm-islands-uae,"Palm Islands (Palm Jumeira), United Arab Emirates",en,2865,"A massive artificial island that spans about 25 square km, is the first of many to be built on the Gulf coast of Dubai. Behind all the luxurious hotels and resorts, it has destructive impacts on the environment"
champlain-hudson-power-express,2022-05-02,champlain-hudson-power-express,"Champlain Hudson Power Express, Quebec, Canada",en,5223,"The Champlain Hudson Power Express is a proposed 333-mile long hydropower transmission line that brings energy from Quebec to power New York City. However, the creation of new dams has negative health impacts on Canadian indigenous communities. "
illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,2022-07-04,illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,"Illegal mining at Bainaimiao Coal Mine in Siziwang Banner, Ulanqab, Inner Mongolia, China",en,5897,"The land acquisition and pollution caused by illegal mining and coal-seam fire at Bainaimiao Coal Mine led to environmental, social and health concerns among local herders. Environmental NGO CBCGDF filed a public interest litigation in July 2018."
health-and-environmental-impacts-of-the-petrochemical-complex-in-tarragona-spain,2023-08-05,health-and-environmental-impacts-of-the-petrochemical-complex-in-tarragona-spain,"Health and environmental impacts of the petrochemical complex in Tarragona, Spain",en,5021,The petrochemical complex  causes fatal accidents and pollution. Some organizations denounce health and environmental threats but the administration refuses to act due to the economic relevance of the industry.
homestead-temporary-shelter-for-unaccompanied-children,2023-04-25,homestead-temporary-shelter-for-unaccompanied-children,"Homestead Air Reserve Base Superfund Site, Florida, USA",en,4920,Privatized Temporary Shelter for Unaccompanied Migrant Children located directly next to Superfund site of hazardous chemicals and toxins finally closes in October of 2019
ilisu-dam-project-turkey,2022-04-25,ilisu-dam-project-turkey,"Ilisu Dam Project, Turkey",en,467,"With the continuation of the construction of the Ilisu Dam and Hydroelectric Power Plant on the Tigris River in December 2014, the dam construction site has been militarized intensely. Check out more here!"
alton-gas-canada,2022-05-02,alton-gas-canada,"Alton Gas storage project, Nova Scotia, Canada",en,3988,"Mi’kmaq communities and non-Indigenous allies have been actively opposing the completion of the Alton Gas project near Stewiacke, Nova Scotia. They are building the solutions in the pathway of the problem. "
bedouin-israeli-citizens-expelled-from-their-land-by-the-state-israel,2022-05-02,bedouin-israeli-citizens-expelled-from-their-land-by-the-state-israel,"Bedouin Israeli citizens expelled from their land by the state, Israel",en,3996,"Palestinian Arab Bedouin, indigenous inhabitants of the Negev live in ""unrecognized villages,"" in the south of Israel.  Israel has been demolishing villages to make way for Jewish towns, military installations and infrastructure projects. "
karad-airport-expansion-maharashtra-india,2022-05-02,karad-airport-expansion-maharashtra-india,"Karad Airport expansion, Maharashtra, India",en,4729,Farmer strong mobilizations against Karad airport Expansion to save fertile and irrigated land.
lagunas-de-castrovirreyna,2022-04-25,lagunas-de-castrovirreyna,"Rotura de dique de relaves de Minera Caudalosa y contaminaciones en lagunas de Castrovirreyna, Huancavelica, Peru",en,2263,"This region of Peru that includes the beautiful lakes of Castrovirreyna is being very badly damaged by regular pollution by mining, and also by the collapse of tailings dams. "
the-shenzhen-pneumoconiosis-crisis-guangdong-china,2021-10-14,the-shenzhen-pneumoconiosis-crisis-guangdong-china,"Urban construction sites provoked pneumoconiosis crisis in Shuangxi Village, Hunan, China",en,3788,Hundreds of migrant workers who contributed to the urbanisation process in Shenzhen got contracted with pneumoconiosis. They are on a hard road to protest for compensations and justice.
fair-creek-old-growth-logging-protests,2023-07-30,fair-creek-old-growth-logging-protests,"Fairy Creek old-growth logging protests in the southern Vancouver Island region of British Columbia, Canada ",en,5833,The Fairy Creek protests against old-growth logging began in August 2020 and are ongoing. Protests are focused on logging operations in the Fairy Creek watershed area of Southern Vancouver Island.
bateke-carbon-sink,2023-03-17,bateke-carbon-sink,"TotalEnergies' Bateke plantation: a “cover up” for damaging oil production, Republique of the Congo",en,6108,"""These people came to kill us on our own land."" TotalEnergies, with involvement Macron and the Republic of the Congo dictator, is developing a 40,000ha industrial plantation in the Bateke Plateaux dispossessing local farmers."
protest-against-the-plnnaed-qingshuihe-waste-incineration-power-plant-luohu-district-shenzhen-china,2021-10-14,protest-against-the-plnnaed-qingshuihe-waste-incineration-power-plant-luohu-district-shenzhen-china,"Qingshuihe Waste Incineration Power Plant, Luohu District, Shenzhen, China",en,2467,"On 8th January 2006, residents of Qingshuihe took to the streets to protest against the plan of the local authority to expand a waste incinerator.  There is also a landfill. "
shell-contractors-fingered-in-bodo-community-oil-theft-explosion-nigeria,2022-05-02,shell-contractors-fingered-in-bodo-community-oil-theft-explosion-nigeria,"Shell contractors fingered in Bodo community oil theft/explosion, Nigeria",en,586,
four-sand-mining-related-deaths-in-jatpura-village-garhwa-district-jharkhand-india,2021-10-14,four-sand-mining-related-deaths-in-jatpura-village-garhwa-district-jharkhand-india,"Sand mining related deaths in Jatpura Village, Garhwa district, Jharkhand, India",en,3198,"In May 2017 villagers in Jatpura, about 260 km from Jharkhand state capital Ranchi, tried to stop workers from lifting sand from a river bed. There was a clash with several deaths."
oil-exploration-within-somalias-semi-autonomous-puntland-region,2021-10-14,oil-exploration-within-somalias-semi-autonomous-puntland-region,"Oil exploration within Somalia's semi-autonomous Puntland region, Somalia",en,1912,Oil exploration fuels ethnic and religious conflicts in the semi-autonomous Puntland region in Somalia. 
c-332-people-with-excessive-blood-lead-caused-by-a-sino-foreign-joint-venture-in-deqing-county-of-zhejiang,2021-10-14,c-332-people-with-excessive-blood-lead-caused-by-a-sino-foreign-joint-venture-in-deqing-county-of-zhejiang,"Excessive blood lead caused by Haijiu Battery Co., Ltd. in Deqing, Zhejiang, China",en,4060,"Hundreds of people living near a battery manufacturer in Zhejiang province have been found to have dangerously high levels of lead in their blood, 200 people blocked the roads and stormed the factory."
lubicon-lake-nation-canada,2022-05-02,lubicon-lake-nation-canada,"The Deep Well Oil and Gas Sawn Lake project and the Lubicon Lake Nation, Canada",en,3395,"“They can drag me off to jail and lock me up and throw away the key. I have many children and grandchildren, they keep going even if I am locked up. They can lock up my boys and I still have grandchildren that will carry on the fight.” Councillor Walter W"
