name,slug,conflict_event
Land demarcation,saramaka-people-against-the-state-of-suriname,
Court decision (victory for environmental justice),saramaka-people-against-the-state-of-suriname,
New legislation,saramaka-people-against-the-state-of-suriname,
Strengthening of participation,saramaka-people-against-the-state-of-suriname,
Application of existing regulations,saramaka-people-against-the-state-of-suriname,
New Environmental Impact Assessment/Study,saramaka-people-against-the-state-of-suriname,
Other,saramaka-people-against-the-state-of-suriname,
"Environmental improvements, rehabilitation/restoration of area",waste-management-in-subotica,
Institutional changes,waste-management-in-subotica,
Negotiated alternative solution,waste-management-in-subotica,
Technical solutions to improve resource supply/quality/distribution,waste-management-in-subotica,
Deaths,wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,
Repression,wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,
Strengthening of participation,wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,
Under negotiation,wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,
Violent targeting of activists,wastepickers-in-ankara-struggle-to-be-formally-incorporated-into-the-legal-waste-collecting-framework-turkey,
Court decision (victory for environmental justice),alibag-sez-in-mumbai-mh-india,
Project cancelled,alibag-sez-in-mumbai-mh-india,
Application of existing regulations,champlain-hudson-power-express,
"Environmental improvements, rehabilitation/restoration of area",illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,
Migration/displacement,illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,
Application of existing regulations,illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,
Project cancelled,illegal-mining-at-bainaimiao-coal-mine-in-dorbod-banner-ulanqab-inner-mongolia-china,
Compensation,health-and-environmental-impacts-of-the-petrochemical-complex-in-tarragona-spain,
Court decision (undecided),health-and-environmental-impacts-of-the-petrochemical-complex-in-tarragona-spain,
Other,health-and-environmental-impacts-of-the-petrochemical-complex-in-tarragona-spain,
Withdrawal of company/investment,homestead-temporary-shelter-for-unaccompanied-children,
Project temporarily suspended,homestead-temporary-shelter-for-unaccompanied-children,
Corruption,ilisu-dam-project-turkey,
Criminalization of activists,ilisu-dam-project-turkey,
Migration/displacement,ilisu-dam-project-turkey,
New legislation,ilisu-dam-project-turkey,
Repression,ilisu-dam-project-turkey,
Strengthening of participation,ilisu-dam-project-turkey,
Violent targeting of activists,ilisu-dam-project-turkey,
Other,ilisu-dam-project-turkey,
Court decision (victory for environmental justice),alton-gas-canada,
Strengthening of participation,alton-gas-canada,
Project temporarily suspended,alton-gas-canada,
Deaths,bedouin-israeli-citizens-expelled-from-their-land-by-the-state-israel,
Court decision (failure for environmental justice),bedouin-israeli-citizens-expelled-from-their-land-by-the-state-israel,
Repression,bedouin-israeli-citizens-expelled-from-their-land-by-the-state-israel,
Violent targeting of activists,bedouin-israeli-citizens-expelled-from-their-land-by-the-state-israel,
Land demarcation,karad-airport-expansion-maharashtra-india,
Under negotiation,karad-airport-expansion-maharashtra-india,
Violent targeting of activists,karad-airport-expansion-maharashtra-india,
Fostering a culture of peace,karad-airport-expansion-maharashtra-india,
Other,lagunas-de-castrovirreyna,
Compensation,the-shenzhen-pneumoconiosis-crisis-guangdong-china,
Institutional changes,the-shenzhen-pneumoconiosis-crisis-guangdong-china,
Under negotiation,the-shenzhen-pneumoconiosis-crisis-guangdong-china,
Criminalization of activists,fair-creek-old-growth-logging-protests,
Court decision (failure for environmental justice),fair-creek-old-growth-logging-protests,
Strengthening of participation,fair-creek-old-growth-logging-protests,
Under negotiation,fair-creek-old-growth-logging-protests,
Project temporarily suspended,fair-creek-old-growth-logging-protests,
Compensation,bateke-carbon-sink,
Project cancelled,protest-against-the-plnnaed-qingshuihe-waste-incineration-power-plant-luohu-district-shenzhen-china,
Under negotiation,shell-contractors-fingered-in-bodo-community-oil-theft-explosion-nigeria,
Corruption,four-sand-mining-related-deaths-in-jatpura-village-garhwa-district-jharkhand-india,
Deaths,four-sand-mining-related-deaths-in-jatpura-village-garhwa-district-jharkhand-india,
Court decision (undecided),four-sand-mining-related-deaths-in-jatpura-village-garhwa-district-jharkhand-india,
Project temporarily suspended,four-sand-mining-related-deaths-in-jatpura-village-garhwa-district-jharkhand-india,
Corruption,oil-exploration-within-somalias-semi-autonomous-puntland-region,
Deaths,oil-exploration-within-somalias-semi-autonomous-puntland-region,
Repression,oil-exploration-within-somalias-semi-autonomous-puntland-region,
Project temporarily suspended,oil-exploration-within-somalias-semi-autonomous-puntland-region,
Other,oil-exploration-within-somalias-semi-autonomous-puntland-region,
Compensation,c-332-people-with-excessive-blood-lead-caused-by-a-sino-foreign-joint-venture-in-deqing-county-of-zhejiang,
Migration/displacement,c-332-people-with-excessive-blood-lead-caused-by-a-sino-foreign-joint-venture-in-deqing-county-of-zhejiang,
New Environmental Impact Assessment/Study,c-332-people-with-excessive-blood-lead-caused-by-a-sino-foreign-joint-venture-in-deqing-county-of-zhejiang,
Project cancelled,c-332-people-with-excessive-blood-lead-caused-by-a-sino-foreign-joint-venture-in-deqing-county-of-zhejiang,
Withdrawal of company/investment,c-332-people-with-excessive-blood-lead-caused-by-a-sino-foreign-joint-venture-in-deqing-county-of-zhejiang,
Criminalization of activists,lubicon-lake-nation-canada,
Land demarcation,lubicon-lake-nation-canada,
Negotiated alternative solution,lubicon-lake-nation-canada,
Strengthening of participation,lubicon-lake-nation-canada,
Compensation,lignite-mining-janschwalde-horno-germany,
Court decision (failure for environmental justice),lignite-mining-janschwalde-horno-germany,
Migration/displacement,lignite-mining-janschwalde-horno-germany,
Other,lignite-mining-janschwalde-horno-germany,
Fostering a culture of peace,appiko-movement-western-ghats-india,
Project cancelled,appiko-movement-western-ghats-india,
Compensation,environmental-injustice-and-social-vulnerability-due-to-dams-embankments-and-bank-erosion-in-the-ganga-kosi-floodplains-of-bihar-india,
Corruption,environmental-injustice-and-social-vulnerability-due-to-dams-embankments-and-bank-erosion-in-the-ganga-kosi-floodplains-of-bihar-india,
Deaths,environmental-injustice-and-social-vulnerability-due-to-dams-embankments-and-bank-erosion-in-the-ganga-kosi-floodplains-of-bihar-india,
Institutional changes,environmental-injustice-and-social-vulnerability-due-to-dams-embankments-and-bank-erosion-in-the-ganga-kosi-floodplains-of-bihar-india,
Land demarcation,environmental-injustice-and-social-vulnerability-due-to-dams-embankments-and-bank-erosion-in-the-ganga-kosi-floodplains-of-bihar-india,
Migration/displacement,environmental-injustice-and-social-vulnerability-due-to-dams-embankments-and-bank-erosion-in-the-ganga-kosi-floodplains-of-bihar-india,
Strengthening of participation,environmental-injustice-and-social-vulnerability-due-to-dams-embankments-and-bank-erosion-in-the-ganga-kosi-floodplains-of-bihar-india,
Other,environmental-injustice-and-social-vulnerability-due-to-dams-embankments-and-bank-erosion-in-the-ganga-kosi-floodplains-of-bihar-india,
Application of existing regulations,pulot-citinickel-mine-in-palawan-philippines,
Project temporarily suspended,pulot-citinickel-mine-in-palawan-philippines,
Other,pulot-citinickel-mine-in-palawan-philippines,
Court decision (victory for environmental justice),sufrimiento-ambiental-en-villa-inflamable-argentina,
Migration/displacement,sufrimiento-ambiental-en-villa-inflamable-argentina,
Technical solutions to improve resource supply/quality/distribution,sufrimiento-ambiental-en-villa-inflamable-argentina,
Criminalization of activists,presa-la-boquilla-y-conflicto-por-el-agua-en-chihuahua,
Deaths,presa-la-boquilla-y-conflicto-por-el-agua-en-chihuahua,
Repression,presa-la-boquilla-y-conflicto-por-el-agua-en-chihuahua,
Repression,valdecaballeros-nuclear-power-station-spain,
Moratoria,valdecaballeros-nuclear-power-station-spain,
Project cancelled,valdecaballeros-nuclear-power-station-spain,
Withdrawal of company/investment,valdecaballeros-nuclear-power-station-spain,
Corruption,vieques-puerto-rico,
Criminalization of activists,vieques-puerto-rico,
Deaths,vieques-puerto-rico,
"Environmental improvements, rehabilitation/restoration of area",vieques-puerto-rico,
Land demarcation,vieques-puerto-rico,
Migration/displacement,vieques-puerto-rico,
Repression,vieques-puerto-rico,
Strengthening of participation,vieques-puerto-rico,
Violent targeting of activists,vieques-puerto-rico,
Fostering a culture of peace,vieques-puerto-rico,
Project cancelled,vieques-puerto-rico,
"Environmental improvements, rehabilitation/restoration of area",silent-valley-kerala-india,
Land demarcation,silent-valley-kerala-india,
Project cancelled,silent-valley-kerala-india,
Criminalization of activists,monoculture-plantation-in-araucania-chile,
Deaths,monoculture-plantation-in-araucania-chile,
Migration/displacement,monoculture-plantation-in-araucania-chile,
Repression,monoculture-plantation-in-araucania-chile,
Strengthening of participation,monoculture-plantation-in-araucania-chile,
Violent targeting of activists,monoculture-plantation-in-araucania-chile,
Strengthening of participation,contaminacion-en-el-lago-de-maracaibo-venezuela,
Technical solutions to improve resource supply/quality/distribution,contaminacion-en-el-lago-de-maracaibo-venezuela,
Under negotiation,contaminacion-en-el-lago-de-maracaibo-venezuela,
Application of existing regulations,contaminacion-en-el-lago-de-maracaibo-venezuela,
Other,contaminacion-en-el-lago-de-maracaibo-venezuela,
Corruption,ain-dara-qnd-the-cement-factory,
Court decision (undecided),ain-dara-qnd-the-cement-factory,
Project temporarily suspended,ain-dara-qnd-the-cement-factory,
Repression,mineria-en-tamesis-colombia,
Strengthening of participation,mineria-en-tamesis-colombia,
Under negotiation,mineria-en-tamesis-colombia,
Court decision (victory for environmental justice),energy-ecological-economics-nuclear-power-plant-in-le-carnet,
Negotiated alternative solution,energy-ecological-economics-nuclear-power-plant-in-le-carnet,
Project cancelled,energy-ecological-economics-nuclear-power-plant-in-le-carnet,
Criminalization of activists,tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,
Deaths,tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,
Court decision (victory for environmental justice),tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,
Negotiated alternative solution,tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,
Repression,tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,
Violent targeting of activists,tribu-yaqui-contra-el-gasoducto-gasoducto-guaymas-el-oro-sonora-mexico,
Deaths,pt-lonsum-conflict-sumatra,
Court decision (failure for environmental justice),pt-lonsum-conflict-sumatra,
Repression,pt-lonsum-conflict-sumatra,
Violent targeting of activists,pt-lonsum-conflict-sumatra,
Other,pt-lonsum-conflict-sumatra,
Compensation,erdenetsagaan-without-mining-eastern-mongolia,
Application of existing regulations,erdenetsagaan-without-mining-eastern-mongolia,
Withdrawal of company/investment,erdenetsagaan-without-mining-eastern-mongolia,
Other,erdenetsagaan-without-mining-eastern-mongolia,
Criminalization of activists,lunik-ix-roma-settlement-potable-water-monitored-by-police-and-segregated-by-a-built-wall-in-kosice-slovak-republic,
Migration/displacement,lunik-ix-roma-settlement-potable-water-monitored-by-police-and-segregated-by-a-built-wall-in-kosice-slovak-republic,
Repression,lunik-ix-roma-settlement-potable-water-monitored-by-police-and-segregated-by-a-built-wall-in-kosice-slovak-republic,
Court decision (victory for environmental justice),lead-in-enamel-paint-in-sri-lanka,
New legislation,lead-in-enamel-paint-in-sri-lanka,
"Environmental improvements, rehabilitation/restoration of area",no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud,
Institutional changes,no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud,
Under negotiation,no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud,
New Environmental Impact Assessment/Study,no-solo-es-agua-tambien-es-polvo-la-degradacion-del-lago-de-cuitzeo-y-la-lucha-por-la-salud,
Corruption,est-for-invests-paper-mill-at-the-emajogi-river,
Strengthening of participation,est-for-invests-paper-mill-at-the-emajogi-river,
Other,est-for-invests-paper-mill-at-the-emajogi-river,
Land demarcation,cerro-el-alguacil-inarwa-colombia,
Repression,cerro-el-alguacil-inarwa-colombia,
Application of existing regulations,cerro-el-alguacil-inarwa-colombia,
Compensation,proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela,
Corruption,proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela,
Migration/displacement,proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela,
Negotiated alternative solution,proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela,
Strengthening of participation,proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela,
Under negotiation,proyecto-de-presa-en-el-rio-cuira-sistema-tuy-iv-venezuela,
