other_types,slug,name,color,id,description
"_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
<style>@font-face_x000D_
	{font-family:""Cambria Math"";_x000D_
	panose-1:2 4 5 3 5 4 6 3 2 4;_x000D_
	mso-font-charset:0;_x000D_
	mso-generic-font-family:roman;_x000D_
	mso-font-pitch:variable;_x000D_
	mso-font-signature:-536870145 1107305727 0 0 415 0;}@font-face_x000D_
	{font-family:DengXian;_x000D_
	panose-1:2 1 6 0 3 1 1 1 1 1;_x000D_
	mso-font-alt:等线;_x000D_
	mso-font-charset:134;_x000D_
	mso-generic-font-family:auto;_x000D_
	mso-font-pitch:variable;_x000D_
	mso-font-signature:-1610612033 953122042 22 0 262159 0;}@font-face_x000D_
	{font-family:Calibri;_x000D_
	panose-1:2 15 5 2 2 2 4 3 2 4;_x000D_
	mso-font-charset:0;_x000D_
	mso-generic-font-family:swiss;_x000D_
	mso-font-pitch:variable;_x000D_
	mso-font-signature:-536859905 -1073697537 9 0 511 0;}@font-face_x000D_
	{font-family:""\@DengXian"";_x000D_
	panose-1:2 1 6 0 3 1 1 1 1 1;_x000D_
	mso-font-charset:134;_x000D_
	mso-generic-font-family:auto;_x000D_
	mso-font-pitch:variable;_x000D_
	mso-font-signature:-1610612033 953122042 22 0 262159 0;}p.MsoNormal, li.MsoNormal, div.MsoNormal_x000D_
	{mso-style-unhide:no;_x000D_
	mso-style-qformat:yes;_x000D_
	mso-style-parent:"""";_x000D_
	margin-top:0cm;_x000D_
	margin-right:0cm;_x000D_
	margin-bottom:8.0pt;_x000D_
	margin-left:0cm;_x000D_
	line-height:107%;_x000D_
	mso-pagination:widow-orphan;_x000D_
	font-size:11.0pt;_x000D_
	font-family:""Calibri"",sans-serif;_x000D_
	mso-ascii-font-family:Calibri;_x000D_
	mso-ascii-theme-font:minor-latin;_x000D_
	mso-fareast-font-family:DengXian;_x000D_
	mso-fareast-theme-font:minor-fareast;_x000D_
	mso-hansi-font-family:Calibri;_x000D_
	mso-hansi-theme-font:minor-latin;_x000D_
	mso-bidi-font-family:""Times New Roman"";_x000D_
	mso-bidi-theme-font:minor-bidi;_x000D_
	mso-ansi-language:EN-US;}.MsoChpDefault_x000D_
	{mso-style-type:export-only;_x000D_
	mso-default-props:yes;_x000D_
	font-size:11.0pt;_x000D_
	mso-ansi-font-size:11.0pt;_x000D_
	mso-bidi-font-size:11.0pt;_x000D_
	font-family:""Calibri"",sans-serif;_x000D_
	mso-ascii-font-family:Calibri;_x000D_
	mso-ascii-theme-font:minor-latin;_x000D_
	mso-fareast-font-family:DengXian;_x000D_
	mso-fareast-theme-font:minor-fareast;_x000D_
	mso-hansi-font-family:Calibri;_x000D_
	mso-hansi-theme-font:minor-latin;_x000D_
	mso-bidi-font-family:""Times New Roman"";_x000D_
	mso-bidi-theme-font:minor-bidi;_x000D_
	mso-ansi-language:EN-US;}.MsoPapDefault_x000D_
	{mso-style-type:export-only;_x000D_
	margin-bottom:8.0pt;_x000D_
	line-height:107%;}div.WordSection1_x000D_
	{page:WordSection1;}</style>_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
<p class=""MsoNormal""><span lang=""EN-US"">Shanxi Antai Group (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;_x000D_
mso-ascii-theme-font:minor-latin;mso-fareast-theme-font:minor-fareast;_x000D_
mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">山西安泰集团</span><span lang=""EN-US"">, Antai) is a publicly listed company (600408.SH) located at Yi’an_x000D_
Town of Jiexiu City in Jinzhong, Shanxi Province, China. Yi’an Town, home to a_x000D_
population of 59,043 as of 2017</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[1]</span></span><span lang=""EN-US"">, is known for its coke production. Jiexiu City is also considered China’s_x000D_
largest metallurgical coke production and export base, with Antai as one of_x000D_
China’s six largest merchant coke suppliers.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[1], [2]</span></span><span lang=""EN-US""> Antai’s subsidiary Shanxi Hong’an Coking Technology Co., Td. (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;_x000D_
mso-ascii-theme-font:minor-latin;mso-fareast-theme-font:minor-fareast;_x000D_
mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">山西宏安焦化科技有限公司</span><span lang=""EN-US"">) was founded in 2004 and specializes in the production and sales of_x000D_
coke and coking by-products. According to the disclosure by the International_x000D_
Finance Corporation (IFC) which provided a USD 70 million loan to the coking_x000D_
subsidiary of Antai in 2004, the company’s coking plant was expected to produce_x000D_
1 million tons of coke per year when completed.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[3], [4]</span></span><span lang=""EN-US""></span></p>_x000D_
_x000D_
<p class=""MsoNormal""><span lang=""EN-US"">Antai is a key target under state_x000D_
monitoring and control in terms of environmental pollution (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;_x000D_
mso-ascii-theme-font:minor-latin;mso-fareast-theme-font:minor-fareast;_x000D_
mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">国控重点污染企业</span><span lang=""EN-US"">). According to All-China Environment Federation (ACEF, </span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;_x000D_
mso-ascii-theme-font:minor-latin;mso-fareast-theme-font:minor-fareast;_x000D_
mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">中华环保联合会</span><span lang=""EN-US"">), the data published by Automatic Pollutant Monitoring Platform for_x000D_
Corporates under Intense State Monitoring and Control (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;mso-ascii-theme-font:_x000D_
minor-latin;mso-fareast-theme-font:minor-fareast;mso-hansi-font-family:Calibri;_x000D_
mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">国控重点污染源自动监控平台</span><span lang=""EN-US"">) by MEE_x000D_
indicated that the percentage of days that Antai’s coking plant’s air_x000D_
pollutants including sulfur dioxide and nitrogen oxides exceeded the standard_x000D_
was as high as 93% between June 2015 and October 2016 after China’s new environmental_x000D_
protection law came into effect.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[5]</span></span><span lang=""EN-US""> Antai’s subsidiary Hong’an Coking Technology was also notified and publicized_x000D_
by the Environmental Protection Bureau of Shanxi Province for its excessive_x000D_
emissions for two consecutive quarters in August 2015.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[6]</span></span><span lang=""EN-US""> In 2016, ACEF filed a public interest civil litigation on the_x000D_
ground of air pollution responsibility dispute at the Intermediate People's_x000D_
Court of Jinzhong City, Shanxi Province (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;mso-ascii-theme-font:_x000D_
minor-latin;mso-fareast-theme-font:minor-fareast;mso-hansi-font-family:Calibri;_x000D_
mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">山西晋中中级人民法院</span><span lang=""EN-US"">) and_x000D_
requested the court to order Antai’s coking plant to bear the cost of_x000D_
atmospheric environmental restoration cost of CNY 2,098,553.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[5], [7]</span></span><span lang=""EN-US""> </span></p>_x000D_
_x000D_
<p class=""MsoNormal""><span style=""mso-ansi-language:EN"" lang=""EN"">The Intermediate_x000D_
People's Court of Jinzhong City, Shanxi Province accepted the case on January_x000D_
19, 2017. Considering that Shanxi Antai Group had completed the desulfurization_x000D_
technology upgrade at that time and the pollutant emission level had met the_x000D_
standard, the company and ACEF voluntarily reached a mediation agreement with_x000D_
the support of the court in organizing the mediation in March 2018. As a_x000D_
result, Shanxi Antai Group agreed to pay for CNY 537,800 for atmospheric_x000D_
environment restoration costs, which will be used for the environmental resource_x000D_
restoration in Jinzhong City. Besides, the plaintiff’s attorney’s agency fees,_x000D_
travel expenses, and case acceptance fees incurred in this case are all borne_x000D_
by the company</span><span lang=""EN-US"">. Antai also made an apology publicly for_x000D_
the pollution incident, committed to a sustainable development strategy, and_x000D_
welcomed the general public to monitor its environmental governance efforts.</span><span style=""mso-ansi-language:EN"" lang=""EN-US""> </span><span style=""mso-ansi-language:EN"" lang=""EN""><span style=""mso-no-proof:yes"">[8], [9]</span></span><span style=""mso-ansi-language:EN"" lang=""EN""> </span><span lang=""EN-US"">This public_x000D_
interest litigation case, along with two other cases filed by ACEF on the issue_x000D_
of air pollution, was awarded among the “Top 10 Public Interest Litigation in_x000D_
China” in 2016.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[10]</span></span><span lang=""EN-US""> </span></p>_x000D_
_x000D_
<p class=""MsoNormal""><span lang=""EN-US"">During the public interest litigation case investigation_x000D_
and even after the mediation, there were still complaints regarding the coking_x000D_
plant’s pollution by local residents on China’s social media Weibo and reported_x000D_
by journalists between 2017 and 2020. A journalist from Judicial Weekly (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;_x000D_
mso-ascii-theme-font:minor-latin;mso-fareast-theme-font:minor-fareast;_x000D_
mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">法治周刊</span><span lang=""EN-US"">) documented the pollution after conducting a site visit in Jiexiu_x000D_
in August 2017.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[6]</span></span><span lang=""EN-US""> The site visit covered two different coking plants in Jiexiu, after_x000D_
which the journalist filed a complaint to the Environmental Protection Bureau_x000D_
of Jiexiu City and received no response. The journalist wrote an article in_x000D_
which he questioned the environmental governance and monitoring capacity of the_x000D_
local government of Jiexiu, especially considering that the central_x000D_
government’s environmental inspection had started in 2015.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[6]</span></span><span lang=""EN-US""> </span></p>_x000D_
_x000D_
<p class=""MsoNormal""><span lang=""EN-US"">In March 2018, the local residents at_x000D_
Liujiazhai Village (</span><span style=""font-family:DengXian;_x000D_
mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-theme-font:_x000D_
minor-fareast;mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">刘家寨村</span><span lang=""EN-US"">) in Jiexiu near the coking plant of Antai’s subsidiary Hong’an_x000D_
Coking Technology filed a complaint to the Secretary of Shanxi Province Party_x000D_
Committee (</span><span style=""font-family:DengXian;mso-ascii-font-family:_x000D_
Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-theme-font:minor-fareast;_x000D_
mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">山西省委书记</span><span lang=""EN-US"">) via the People.com (</span><span style=""font-family:_x000D_
DengXian;mso-ascii-font-family:Calibri;mso-ascii-theme-font:minor-latin;_x000D_
mso-fareast-theme-font:minor-fareast;mso-hansi-font-family:Calibri;mso-hansi-theme-font:_x000D_
minor-latin"" lang=""ZH-CN"">人民网</span><span lang=""EN-US"">) website.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[11]</span></span><span lang=""EN-US""> The Shanxi Provincial Committee of Social Affairs and Public_x000D_
Opinion Office (</span><span style=""font-family:DengXian;mso-ascii-font-family:_x000D_
Calibri;mso-ascii-theme-font:minor-latin;mso-fareast-theme-font:minor-fareast;_x000D_
mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">山西省委社情民意办公室</span><span lang=""EN-US"">) provided a response to the residents’ complaint. The response_x000D_
indicated that the Jiexiu City Environmental Protection Bureau requested Shanxi_x000D_
Yuhang Environmental Monitoring Co., Ltd. (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;mso-ascii-theme-font:_x000D_
minor-latin;mso-fareast-theme-font:minor-fareast;mso-hansi-font-family:Calibri;_x000D_
mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">山西榆航环境监测有限公司</span><span lang=""EN-US"">) to_x000D_
monitor the environmental performance of the Hong’an coking plant, and the_x000D_
monitoring report showed that the plant’s emissions mostly met the standard. On_x000D_
the other hand, Jiexiu City’s municipality government issued the_x000D_
""Implementation Plan for the Relocation and Resettlement of Residents_x000D_
within the Sanitation Protection Area of ​​Jiexiu City"" (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;_x000D_
mso-ascii-theme-font:minor-latin;mso-fareast-theme-font:minor-fareast;_x000D_
mso-hansi-font-family:Calibri;mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">《介休市卫生防护距离内居民搬迁安置实施方案》</span><span lang=""EN-US"">) and the ""Responsibility Decomposition and Accountability Plan_x000D_
for the Relocation and Resettlement of Residents within the Sanitation_x000D_
Protection Area of ​​Jiexiu City"" (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;mso-ascii-theme-font:_x000D_
minor-latin;mso-fareast-theme-font:minor-fareast;mso-hansi-font-family:Calibri;_x000D_
mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">《介休市卫生防护距离内居民搬迁安置责任分解及责任追究方案》</span><span lang=""EN-US"">). The local government of Yi'an Town became responsible for the relocation_x000D_
and resettlement and announced the following task plans: 1) On the basis of the_x000D_
preliminary investigation, combined with the actual situation and the will of_x000D_
the villagers, implement monetary compensation and transitional resettlement_x000D_
for residents of Liujiazhai Village that are severely polluted by Hong'an_x000D_
coking plant’s dust. 2) Establish the Liujiazhai Village Relocation and_x000D_
Resettlement Working Group and formulate a relocation plan with the guidance of_x000D_
the Yi'an Town government. The working group is expected to convene meetings_x000D_
for voting on relevant matters and make plans for the resettlement community or_x000D_
use existing affordable housing to carry out the resettlement for the whole Liujiazhai_x000D_
Village.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[11]</span></span><span lang=""EN-US""> </span></p>_x000D_
_x000D_
<p class=""MsoNormal""><span lang=""EN-US"">In July 2018, there was another media_x000D_
report which disclosed that more than 10 migrant workers claimed that Hong’an Coking_x000D_
Technology had failed to pay the salary of the migrant.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[12]</span></span><span lang=""EN-US""> The workers were hired by a company in Shandong Province to work on_x000D_
the coke oven tail gas desulfurization project at Hong’an Coking Technology_x000D_
between 2015-2016.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[12]</span></span><span lang=""EN-US""> <span style=""mso-spacerun:yes"">&nbsp;</span>The installation fee and the_x000D_
workers’ salaries added up to CNY 4.23 million, which was still not paid in_x000D_
full after 3 years. The journalist from the media that received the migrant_x000D_
workers’ complaint made futher investigation and also found environmental_x000D_
pollution related violations at the coking plant and called for further attention_x000D_
from the government authorities.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[12]</span></span><span lang=""EN-US""> </span></p>_x000D_
_x000D_
<p class=""MsoNormal""><span lang=""EN-US"">In 2019, an anti-corruption legal case in_x000D_
Jinzhong City of Shanxi Province indicated that Antai Group paid bribery amounting_x000D_
to CNY 1.15 million to Qin Taiming, former vice chairman of Shanxi Jinzhong_x000D_
CPPCC, in return for environmental and operation permits between 2002 and 2013._x000D_
While the details were not known, it corresponds to earlier reports in_x000D_
2003-2004 regarding illegal land dispossesion by Antai in early years of its_x000D_
operation in Yi’an Town.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[13]</span></span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[14]</span></span><span lang=""EN-US""></span></p>_x000D_
_x000D_
<p class=""MsoNormal""><span lang=""EN-US"">The question raised by the journalist in_x000D_
2017 was further uncovered in a media report in July 2020 after Jiexiu received_x000D_
the ecological and environmental inspection by the provincial government_x000D_
representatives. According to the report, Jiexiu City issued the ""Rectification_x000D_
and Implementation Plan in response to the feedback from the Ecology and_x000D_
Environment Bureau of Shanxi Province"" (</span><span style=""font-family:DengXian;mso-ascii-font-family:Calibri;mso-ascii-theme-font:_x000D_
minor-latin;mso-fareast-theme-font:minor-fareast;mso-hansi-font-family:Calibri;_x000D_
mso-hansi-theme-font:minor-latin"" lang=""ZH-CN"">《贯彻落实山西省生态环境厅督察反馈意见整改方案》</span><span lang=""EN-US"">) on 19 January 2020 based on the feedback from the environmental_x000D_
inspection team of Shanxi Province after unannounced site visits to Jiexiu. The_x000D_
implementation plan proposed to strictly inspect and investigate the_x000D_
environmental issues and accountability of corresponding entities and rectify_x000D_
within a restricted time frame. In June 2020, feedback from the local residents_x000D_
indicated that the highly polluting companies e.g. coal washing, coking and_x000D_
quarrying continued their business as usual even during the rectification_x000D_
period. According to local residents and workers, the local government was_x000D_
obviously involved in covering up the polluting behaviors and colluding with_x000D_
the polluting companies in face of the environmental inspection by higher level_x000D_
government authorities.</span><span lang=""EN-US""><span style=""mso-no-proof:yes"">[15]</span></span><span lang=""EN-US""></span></p>",fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
,nuclear,Nuclear,#ff0,1,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
"Valores históricos, paisajísticos y culturales",infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,nuclear,Nuclear,#ff0,1,
,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
<p></p>,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,waste-management,Waste Management,#77721c,3,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
"use of cyanide for gold extraction, threat to water reserves and agriculture",mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,waste-management,Waste Management,#77721c,3,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
Environmental health conflicts ,waste-management,Waste Management,#77721c,3,
,water-management,Water Management,#00bdff,6,
Ilegal mining ,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,waste-management,Waste Management,#77721c,3,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
,nuclear,Nuclear,#ff0,1,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Groundwater contamination,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,waste-management,Waste Management,#77721c,3,
,nuclear,Nuclear,#ff0,1,
,tourism-recreation,Tourism Recreation,#c685d0,8,
Expulsion of indigenous peoples from homelands,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,nuclear,Nuclear,#ff0,1,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,waste-management,Waste Management,#77721c,3,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
"Social conflicts (residents and professionals – fishermen, farmers, people working in the tourist sector, etc. -  vs employees and workers in the mines; residents vs local authorities)",mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Airport,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,water-management,Water Management,#00bdff,6,
,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
airport,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,nuclear,Nuclear,#ff0,1,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,waste-management,Waste Management,#77721c,3,
airport,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,water-management,Water Management,#00bdff,6,
Cement industry,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,water-management,Water Management,#00bdff,6,
,waste-management,Waste Management,#77721c,3,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,waste-management,Waste Management,#77721c,3,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,waste-management,Waste Management,#77721c,3,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Water contamination and land erosion,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
Cement plant,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biodiversity-conservation-conflicts,Biodiversity conservation conflicts,#00c621,9,
,water-management,Water Management,#00bdff,6,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
airport,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
Oil spill and contamination,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
Ocean and resource grabbing,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,tourism-recreation,Tourism Recreation,#c685d0,8,
"Deforestation, loss of biodiversity",water-management,Water Management,#00bdff,6,
,fossil-fuels-and-climate-justice-energy,Fossil Fuels and Climate Justice/Energy,#111,5,
,infrastructure-and-built-environment,Infrastructure and Built Environment,#999,7,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,water-management,Water Management,#00bdff,6,
,mineral-ores-and-building-materials-extraction,Mineral Ores and Building Materials Extraction,#ff7f00,2,
,biomass-and-land-conflicts-forests-agriculture-and-livestock-management,"Biomass and Land Conflicts (Forests, Agriculture, Fisheries and Livestock Management)",#754c24,4,
,industrial-and-utilities-conflicts,Industrial and Utilities conflicts,#ed1c24,10,
,water-management,Water Management,#00bdff,6,
,tourism-recreation,Tourism Recreation,#c685d0,8,
