UID,name,slug,relations
afectados-por-el-nemagon-honduras,"Farmworkers poisoned by DBCP (Nemagon), Philippines",philippine-farmworkers-poisoned-by-dbcp-pesticide,
afectados-por-el-nemagon-honduras,"Banana workers affected by  agrotoxics in Barú, Panamá",banana-workers-affected-by-fumazo-dbcp-in-baru-panama,
waste-incineration-fuelled-cement-plant-in-montcada-i-reixac-spain,"Holcim cement plant in Puttalam, Sri Lanka",holcim-cement-plant-in-puttalam,
waste-incineration-fuelled-cement-plant-in-montcada-i-reixac-spain,"Waste incineration facility in Cercs, Barcelona, Spain",waste-incineration-facility-in-cercs-barcelona-spain,
waste-incineration-fuelled-cement-plant-in-montcada-i-reixac-spain,"Incineradora de residus, Nova Tracjusa",nova-tracjusa,
waste-incineration-fuelled-cement-plant-in-montcada-i-reixac-spain,Complaints against Holcim-Lafarge quarries and cement factories in France and Switzerland,holcim-lafarge-quarry-switzerland,
mineria-de-oro-frisco-de-c-slim-en-tetela-de-ocampo-mexico,"Línea de Alta Tensión y subestación eléctrica en Cuetzalan, Puebla, México",linea-de-alta-tension-lat-cuetzalan-entronque-teziutlan-ii-tajin-y-subestacion-de-energia-electrica-de-la-comision-federal-de-electricidad-cfe,
sompeta-power-plant,"Bhavanapadu and Kakarapalli  ECEPL Coal Fired Power Plant, AP, India",bhavanapadu-east-coast-energy-private-limited-ecepl-thermal-power-plant-ap-india,
illegal-sand-mining-in-the-chakki-riverbed-himachal-pradesh,"Widespread conflicts over sand mining in rivers in Tamil Nadu, India ",illegal-sand-mining-in-tamil-nadu,
keystone-xl-in-nebraska,"Opposition to Keystone 1 Pipeline in South Dakota and huge oil leak, USA",210000-gallon-oil-spill-from-keystone-pipeline-in-south-dakota,
keystone-xl-in-nebraska,"Struggles against in situ leach uranium mining, Black Hills, South Dakota, USA",struggles-against-in-situ-leach-uranium-mining-black-hills-south-dakota-usa,
jalaur-river-mega-dam-project-philippines,"Balog-Balog Multipurpose Dam Project, Tarlac, Luzon, The Philippines",balog-balog-dam-tarlac-luzon,
atotonilco-de-tula-vs-incineracion-de-residuos-solidos-urbanos-en-la-planta-de-cemex-atotonilco,"Contaminación del río Tula en Hidalgo, México",contaminacion-del-rio-tula,
atotonilco-de-tula-vs-incineracion-de-residuos-solidos-urbanos-en-la-planta-de-cemex-atotonilco,La Fundación  Apaxtle y Prosalud Apaxco-Atotonilco contra planta Ecoltec de Holcim. Mexico.,fundacion-para-el-desarrollo-integral-apaxtle-ac-y-prosalud-apaxco-atotonilco-contra-planta-ecoltec-de-cementera-holcim-2009-apaxco-edomex-y-atotonilco-de-tula-hidalgo,
campesinos-de-periban-contra-huertas-aguacateras-y-canones-antigranizo,"Criminal groups land grabbing farms and logging protected woodlands for avocado production in Uruapan, Michoacán, México ",criminal-groups-land-grabbing-farms-and-protected-woodlands-for-avocado-production-in-uruapan-michoacan-mexico,
refinaria-presidente-bernardes-vale-da-morte-cubatao-sao-paulo-brazil,"Wastepickers and residents of Sarzedo struggle against incinerators, Minas Gerais, Brazil",wastepickers-and-residents-of-sarzedo-struggle-against-incinerators-in-minas-gerais-brazil,
the-farm-of-a-thousand-cows,"CAFO pollution in Lenawee County, Michigan, USA",cafo-pollution-in-lenawee-county-michigan-usa,
the-farm-of-a-thousand-cows,"Macrogranja (CAFO) para la producción lechera en Noviercas, Soria, Spain",granja-de-vacas-de-noviercas-soria-spain,
proyecto-turistico-nuevo-vallarta-mexico,"Surf Park Saint Père en Retz, France",surf-park-saint-pere-en-retz,
proyecto-turistico-nuevo-vallarta-mexico,"Desarrollo turístico Bahías de Huatulco y despojo de tierras comunales en Oaxaca, México",desarrollo-turistico-bahias-de-huatulco-y-despojo-de-tierras-comunales-en-oaxaca,
rancho-seco-nuclear-generating-station,"Diablo Canyon stopped for ever, California, United States",diablo-canyon-california-united-states,
dona-ines-de-collahuasi-chile,"Quellaveco copper mine, Peru",quellaveco-peru,
mauritanias-offshore-oil-production,"Industrial sea overfishing, Mauritania",mauritanias-taoudeni-basin-exploration,
post-disaster-typhoon-yolanda-recovery-process-fossil-fuels-climate-change-conflict,"Typhoon Bopha´s post-disaster climate injustices and relief corruption, Compostela Valley, Philippines",post-disaster-injustices-and-climate-activism-in-the-aftermath-of-typhoon-bopha-philippines,
arctic-diesel-leak-in-norilsk-russia,"Tesla battery metals from Nornickel, Talnakh, Arctic Russia",battery-metals-from-nornickel-ar,
naameh-landfill-lebanon,"Costa Brava Landfill, Lebanon",costa-brava-landfill-lebanon,
naameh-landfill-lebanon,"Open Dumping, Lebanon",open-dumping-lebanon,
electrical-highway-in-northeast-catalonia-spain,"L'Amassada Struggle (ZAD), Aveyron,  France",lamassada-struggle-zad,
mossville-louisiana-environmental-racism-united-states,"Mobilizing against Environmental Injustices Post-Katrina: New Orleans East, Louisiana, US",mobilizing-against-environmental-injustices-post-katrina-new-orleans-east-louisiana-us,
el-naranjal-veracruz-mexico,"Hidroelectrica Paso de la Reyna, Mexico",aprovechamiento-hidroelectrico-de-usos-multiples-paso-de-la-reyna,
reserva-forestal-imataca-region-guayana-de-venezuela,"Proyecto de Tendido Eléctrico en el Parque Nacional Canaima, Venezuela",proyecto-de-tendido-electrico-en-el-parque-nacional-canaima-venezuela,
reserva-forestal-imataca-region-guayana-de-venezuela,"Turismo en territorio Pemon en el Parque Nacional Canaima, Venezuela ",turismo-en-el-parque-nacional-canaima-venezuela-un-conflicto-sobre-autoridad-propiedad-y-control,
indian-nations-and-wolf-hunting,"The return of the wolves to and conflicts with livestock farming, France",wolves-killed-in-france,
quebrada-la-lata-magdalena-colombia,"Puerto las Américas de grupo Daabon en Bahía de Taganga, Colombia ",puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia,
dragons-blood-tree-biopiracy-shaman-pharmaceuticals-in-the-amazon-ecuador,"Ashaninka community against Tawaya biopiracy, Acre, Brazil",ashaninka-community-against-tawaya-cosmeticos,
zwentendorf-nuclear-reactor-austria,"Wackersdorf nuclear reprocessing plant, Baviera, Germany ",wackersdorf-nuclear-reprocessing-plantg-baviera-germany,
zwentendorf-nuclear-reactor-austria,"Temelin nuclear power plant, Czech Republic ",temelin-nuclear-power-plant-czech-republic,
escalante-massacre-of-agrarian-activists-negros-occidental-philippines,"Sugar workers demand land distribution in Hacienda Luisita, Tarlac, central Luzon. The Philippines",massacre-hacienda-luisita-i,
escalante-massacre-of-agrarian-activists-negros-occidental-philippines,"Kidapawan massacre  in 2016 over hungry farmers protest, North Cotabato, the Philippines",kidapawan-massacre,
blood-sugar-land-grab-by-phnom-penh-sugar-company-kampong-speu-cambodia,"Forced evictions and land grabbing for sugarcane plantations, Oddar Meanchey, Cambodia",forced-evictions-and-land-grabbing-for-sugarcane-plantations-oddar-meanchey-cambodia,
nuclear-power-plans-uae,"Jordan's Uranium Mining and Nuclear Power Plans, Jordan (duplicate)",jordans-uranium-mining-and-nuclear-power-plans,
hambantota-deep-seaport-and-the-projected-industrial-zone-sri-lanka,"Mattala Airport, Sri Lanka",mattala-airport,
kayerekera-uranium-extraction-malawi,"Eland Coal Mining in Mwualambo, Karonga District",eland-coal-mining-in-mwualambo-karonga-district,
kayerekera-uranium-extraction-malawi,"Kanyika Niobium Project, Malawi",kanyika-niobium-project-malawi,
pollution-from-niksic-steel-factory-montenegro,"Military Waste Destruction, Nikšić, Montenegro",military-waste-destruction-niksic-montenegro,
chuy-y-atitalaquia-una-emergencia-socio-ambiental,"Planta Tratadora de Aguas Residuales (PTAR) Atotonilco, Hidalgo, México.",planta-tratadora-de-aguas-residuales-ptar-atotonilco-de-tula-hidalgo-mexico,
chuy-y-atitalaquia-una-emergencia-socio-ambiental,La Fundación  Apaxtle y Prosalud Apaxco-Atotonilco contra planta Ecoltec de Holcim. Mexico.,fundacion-para-el-desarrollo-integral-apaxtle-ac-y-prosalud-apaxco-atotonilco-contra-planta-ecoltec-de-cementera-holcim-2009-apaxco-edomex-y-atotonilco-de-tula-hidalgo,
chevron-and-shell-ravage-escravos-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
chevron-and-shell-ravage-escravos-nigeria,"Women’s war against Chevron in Escravos, Niger Delta, Nigeria",nigerian-womens-war-against-chevrontexaco,
chevron-and-shell-ravage-escravos-nigeria,"Shell Must Fall campaign, The Netherlands",shell-must-fall-campaign,
kyaukphyu-port,"Kyaukpyu Special Economic Zone, Myanmar",kyaukpyu-special-economic-zone,
playa-potrero-costa-rica,"Real State investments in Marbella, Costa Rica",community-of-marbella,
playa-potrero-costa-rica,"Conflict over water distribution among local dwellers and Real State investors in Marbella, Guanacaste, Costa Rica",marbella-costa-rica,
shell-spills-bodo-community-nigeria,"Shell's Batan delivery line spill, pollution and harassment of the locals, Nigeria",ahell-pollutes-environment-and-harrasses-local-people-with-personnel,
shell-spills-bodo-community-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
shell-spills-bodo-community-nigeria,"Shell Must Fall campaign, The Netherlands",shell-must-fall-campaign,
toxic-waste-dumping-in-abidjan-ivory-coast,"Proyecto minero Polimetálico Castellanos, Pinar del Río, Cuba",proyecto-minero-polimetalico-castellanos-plomo-y-zinc-pinar-del-rio-cuba,
compostela-in-mindanao-philippines,"King-King copper and gold mine in Pantukan, Compostela, Mindanao, Philippines",king-king-copper-and-gold-mine-in-compostela-mindanao-philippines,
compostela-in-mindanao-philippines,"Human rigths and environmental defenders killed in 2017, Compostela Valley, Philippines",killing-of-lina-and-ramon-pesadilla-human-rigths-and-environmental-defenders-in-compostela-valley-philippines,
compostela-in-mindanao-philippines,"Typhoon Bopha´s post-disaster climate injustices and relief corruption, Compostela Valley, Philippines",post-disaster-injustices-and-climate-activism-in-the-aftermath-of-typhoon-bopha-philippines,
transnet-dig-out-port-proposal-in-durban-south-africa,"Local women clean up polluted Isipingo River in Durban, South Africa",local-women-clean-up-polluted-isipingo-river-in-durban-south-africa,
arco-sur-milpa-alta,"Arco Poniente, Puebla, Mexico",arco-poniente,
arco-sur-milpa-alta,"Xochicuautla, an indigenous community against a road, Lerma, Mexico",xochicuautla-comunidadotomi-mexico,
arco-sur-milpa-alta,"Residencias de lujo en Milpa Alta, México",las-invasiones-a-las-zonas-comunales-y-conservacion-ambiental-de-milpa-alta,
nuclear-weapons-test-site-novaya-zemlya-arctic-russia,"Nevada-Semipalatinsk anti-nuclear movement, Kazakhstan ",anti-nuclear-movement-and-closure-of-nuclear-test-site-semipalatinsk-kazakhstan,
nuclear-weapons-test-site-novaya-zemlya-arctic-russia,"Pavlovsky zinc and lead extraction, Novaya Zemlya, Russia",zinc-and-lead-extraction-novaya-zemlya-russia,
exploracion-petrolera-en-corredor-puertovega-teteye-colombia,"Extracción de petróleo en La Macarena, Meta, Colombia",la-macarena-meta-colombia,
laguna-del-tigre-peten-guatemala,"Desplazamiento forzado por la conservación de áreas protegidas: Comunidad de Laguna Larga. Reserva de la Biosfera Maya, Guatemala",desplazamiento-forzado-en-nombre-de-la-conservacion-de-areas-protegidas-comunidad-de-laguna-larga-peten-guatemala,
laguna-del-tigre-peten-guatemala," Desplazamientos forzados desde los Parques Nacionales Laguna del Tigre y Sierra del Lacandón, Guatemala",desplazamientos-forzados-en-areas-protegidas-comunidades-en-la-reserva-de-la-biosfera-maya-parques-nacionales-laguna-del-tigre-y-sierra-del-lacandon-guatemala,
valle-de-siria-honduras,"Compañía minera Victoria, explotación de depósitos de hierro en la Comunidad Nueva Esperanza, Honduras",compania-minera-victoria-explotacion-de-depositos-de-hierro-en-la-comunidad-nueva-esperanza,
valle-de-siria-honduras,"Mina Los Filos - El Bermejal, Carrizalillo, Guerrero, Mexico",mina-los-filos-el-bermejal-carrizalillo,
nuclear-power-station-in-almaraz-spain,"Valdecaballeros nuclear power station, Spain",valdecaballeros-nuclear-power-station-spain,
somalia-toxic-waste-dumping-somalia,"Illegal Toxic Waste Dumping in Bosaso, Somalia",illegal-toxic-waste-dumping-in-bosaso-somalia,
phosphate-mining-on-nauru,Opposition in Vancouver (Canada) to Deep-Sea Mining in Nauru,deep-sea-mining-rejection-in-vancouver,
environmental-conflict-in-the-campo-de-gibraltar,"The Gibraltar-San Roque refinery, Spain",the-gibraltar-san-roque-refinery,
samarco-tailings-dam-disaster-minas-gerais-brazil,"Aimorés Hydroelectric Power Plant, Minas Gerais, Brazil",aimores-hydroelectric-power-plant-brazil,
samarco-tailings-dam-disaster-minas-gerais-brazil,"Vale company’s tailings dam failure in Brumadinho, MG, Brazil",vale-tailingsdamfailure-brumadinho-minasgerais,
samarco-tailings-dam-disaster-minas-gerais-brazil,"Installation of the pipeline of the company Ferrous Resources do Brasil S.A. in the municipality of Viçosa, Minas Gerais, Brazil",installation-of-the-ferrous-resources-pipeline-in-the-municipality-of-vicosa-minas-gerais-brazil,
samarco-tailings-dam-disaster-minas-gerais-brazil,"Murder of MAB defender investigating Samarco tailings dam failure in Mariana, MG, Brazil",murder-of-mab-defender-following-samarco-tailings-dam-failure-in-mariana-minas-gerais-brazil,
oil-spill-at-ikarama-community-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
area-de-uso-multiple-rio-sarstun,"Creación del Área Reserva de Biosfera Visis Cabá, Chajul, Guatemala",dams-in-guatemala-in-chajul-and-other-locations-guatemala,
pollution-of-the-channel-veliki-backi-kanal-serbia,"Vital AD polluting Vrbas, Serbia",vital-ad-polluting-vrbas-serbia,
deterioro-humedal-tibanica-bogota-colombia,"Humedal la Isla, Bogotá, Colombia",conflicto-socioambiental-humedal-la-isla-bogota-colombia,
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,"Waste pickers' livelihoods threatened by continued waste imports, Thailand    ",thai-waste-pickers-livelihoods-threatened-by-continued-waste-imports,
israeli-industries-polluting-palestinian-city-of-tulkarm,"West Bank Cement Factory, Palestine",gaza-cement-factory-palestine,
pig-iron-industries-in-piquia-de-baixo-maranhao-brazil,"Vale's giant S11D iron ore project and Railroad Carajás, Pará, Brazil",vales-giant-s11d-iron-ore-project-in-carajas-para-brazil,
cirebon-i-and-ii-coal-power-plants-west-java-indonesia,"Indramayu Coal Power Plant, West Java, Indonesia",indramayu-coal-power-plant-west-java-indonesia,
cirebon-i-and-ii-coal-power-plants-west-java-indonesia,"Protest against pollution from coal power plant, Cilacap, Central Java, Indonesia",protest-against-pollution-from-coal-power-plant-cilacap-central-java-indonesia,
floating-nuclear-power-plant-pevek-arctic-russia,"Copper/gold mining, nuclear power in Nagleyngyn, Arctic Russia",five-new-nuclear-pp-in-nagleyngynthe-arctic-russia,
lignite-mining-welzow-sued-ii-welzow-proschim-germany,"Lignite mining and the Ende Gelände movement, Germany",linginte-mining-and-the-ende-gelande-movement,
law-for-the-protection-of-iberian-wolves-spain,"The return of the wolves to and conflicts with livestock farming, France",wolves-killed-in-france,
wirikuta-mexico,"Ejido Noria de la Sabina, vs Sociedad Ecológica Mexicana del Norte, S.A. de C.V.",ejido-noria-de-la-sabina-vs-sociedad-ecologica-mexicana-del-norte-sa-de-cv,
wirikuta-mexico,"Despojo de tierras a indígenas Wixárikas entre Mezquitic, Jalisco y el Nayar, Nayarit, México",despojo-de-tierras-a-indigenas-wixarikas-por-conflicto-territorial-entre-mezquitic-jalisco-y-el-nayar-nayarit-mexico,
wirikuta-mexico,"Presa La Maroma, San Luis Potosí, Mexico",presa-la-maroma-san-luis-potosi-mexico,
kusile-coal-fired-power-station-protest,"Sasol pollutes Sasolburg, Mpumalanga, the Vaal River and other areas, South Africa",sasol-and-others-heavily-pollute-the-vaal-river-and-the-air-across-mpumalanga-south-africa,
ikot-ado-udo-case-nigeria,"Shell oil exploration and extraction, Nigeria",shell-nigeria,
the-dalieh-of-raouche-lebanon,"Ramlet el Bayda, Lebanon",ramlet-el-bayda-lebanon,
the-dalieh-of-raouche-lebanon,"Destruction of Adloun Port, Lebanon",adloun-port,
puerto-petaca-bahia-de-taganga-colombia,"Puerto las Américas de grupo Daabon en Bahía de Taganga, Colombia ",puerto-las-americas-grupo-daabon-bahia-de-taganga-colombia,
balog-balog-dam-tarlac-luzon,"The struggle for land in the New Clark City project, Luzon, The Philippines ",the-struggle-for-land-in-the-new-clark-city-project-in-tarlac,
fuleni-mine,"Somkhele coal mine owned by Tendele, KwaZulu-Natal, South Africa",tendele-coal-mine-somkhele-kwazulu-natal,
